afsosnak,افسوسناڪ
chadendar,ڇڏيندڙ
kotauon,ڪوتائون
aramgahh,آرامگاهه
irk,ايرڪ
takhreebkari,تخريبڪاري
muhafizat,محافظت
mekhanah,ميخانه
aaksimoroon,آڪسيمورون
idariyo,اداريو
mohid,موحد
sadmi,صدمي
wastedareen,واسطيدارين
rohceeram,روچيرام
yaktarah,يڪتاره
ghermuqdas,غيرمقدس
likhande,لکندي
boundrian,بائونڊرين
safarnaamah,سفرنامه
langhandar,لنگھندڙ
grenait,گرينائيٽ
obari,اوڀاري
zayartiyoon,زيارتيون
furry,فري
khudmukhtyari,خودمختياري
phhadi,ڦڏي
battenberg,بيٽنبرگ
artistis,آرٽسٽس
roopan,روپن
supervisory,سپروائيزري
khudkushi,خودڪشي
nasoon,ناسون
filoon,فلون
lemonier,ليمونيئر
ajog,اجوڳ
guften,گفتن
thukrayal,ٺڪرايل
mual,مئل
lecorator,ليڪوريٽر
aijaaz,اعجاز
behriya,بحريا
parhiyalan,پڙهيلن
alkhala,الخلا
chakai,چڪائي
munsifano,منصفاڻو
paapan,پاپن
likhraae,لکرائي
khenhoon,کينهون
burnan,برنن
mayarulnazar,معيارالنظر
alhikmat,الحڪمت
kharmakhok,خرماخوڪ
ikshan,اڪشن
nazriyat,نظريات
badhbi,ٻڌبي
konhe,ڪونھي
scand,اسڪينڊ
nareendi,نريندي
dastoori,دستوري
elet,ايليٽ
silsiloon,سلسلون
akhraep,اکڙائپ
dital,ڏتل
uhdedaaran,عهديدارن
charhsi,چاڙهسي
chawanian,چوڻين
takmilah,تڪمله
bangaar,ٻنگار
suthya,سٺيا
ashlokan,اشلوڪن
moaman,مؤمن
tikeen,ٽڪين
garjaoon,گرجائون
hawadish,حوادث
sajia,سڄيءَ
duriyen,درين
mekseekan,ميڪسيڪن
ayojeeni,ايوجيني
dhikaniyal,ڌڪاڻيل
amezsh,آميزش
karkhat,ڪرخت
milahai,ملهائي
gidro,گدرو
garheea,ڳاڙهيءَ
theekedar,ٺيڪيدار
bankaria,بئنڪاريءَ
khanand,کڻند
lakhtan,لکتن
sarkhara,سرخرا
distructis,ڊسٽرڪٽس
wakhani,واکاڻي
nakabandi,ناڪابندي
wadhayam,وڌايم
jhoj,جهوج
pinoniya,پنونيا
nanjaz,ننجاز
saahdaaran,ساهدارن
janaeea,ڄاڻائيءَ
shapoon,شپون
nijabi,نجابي
shareeat,شريعت
beehariyoon,بيهاريون
goz,گوز
jaradi,جرادي
ordination,آرڊينيشن
keoga,ڪيوگا
alkatib,الڪاتب
wandaenda,ونڊائيندا
nipaen,نپائڻ
muash,معاش
patalipotra,پاتاليپوترا
principalia,پرنسپاليءَ
blade,بليڊ
integration,انٽيگريشن
rafatgaan,رفتگان
peerzado,پيرزادو
nameeri,نميري
nartak,نرتڪ
huyam,هيم
waqooan,وقوعن
rejan,ريجن
jabreet,جبريت
yanah,يانه
sadeen,سڏين
dhhondhiyo,ڍونڍيو
ghoktkee,گهوٽڪيءَ
jeeon,جيئون
bhararko,ڀرڙڪو
rili,رلي
muqlid,مقلد
mabli,مابلي
qanbarani,قنبراڻي
wabhas,وڀاس
jhalyoun,جھليون
bhooro,ڀورو
kashandas,ڪشنداس
sorenam,سورينام
sasoeti,سسوئتي
dukhaeto,ڏکائتو
gulelo,گليلو
shairanan,شاعراڻن
barkarat,برڪارت
dilpaak,دلپاڪ
maaman,مامن
farkhi,فرخي
khilafitoon,خلافتون
naash,ناش
seg,سيگ
odhar,اوڍر
takhliqoon,تخليقون
bacharam,بچارام
choj,چوج
alrabani,الرباني
lutiya,لٽيا
sakhiraani,سخيراڻي
setoonsan,سيٽونسن
gulabashiyoon,گلاباشيون
jhoto,جهوٽو
mazahat,مزاحت
demeter,ڊميٽر
albert,البرٽ
unkhe,انکي
ghurkee,گهرڪي
hamarko,همرڪو
sobashi,سوباشي
sarhandi,سرهندي
moorjani,مورجاڻي
yuropean,يورپين
salaro,سالارو
siren,سِرن
barpoor,ڀرپور
jarneli,جرنيلي
cardiogram,ڪارڊيوگرام
aldaghistani,الداغستاني
pakheira,پکيئڙا
alkahal,الڪحل
languej,لينگويج
goliyo,ڳوليو
hanbahh,هنباهه
yoth,يوٿ
mairit,ميرٽ
padhani,پڄاڻي
kapin,ڪپن
kheena,کينءَ
dehkau,ڏھڪاءُ
tableeghi,تبليغي
premkain,پريمڪائن
qalezadah,قليزاده
gondal,گوندل
capsolatum,ڪيپسوليٽم
retan,ريتن
gaaba,گابا
sobi,صوبي
wathon,وٿون
aaraeen,آرائين
sajnan,سڄڻن
guniyari,گنياري
wahka,وهڪا
qurbaniyen,قربانين
ihsas,احساس
munaqiban,مناقبن
medaka,ميڙاڪا
clossified,ڪلاسيفائيڊ
burar,برار
scouting,اسڪائوٽنگ
bachji,بچجي
merge,مرج
umdeen,عمدين
chronic,ڪرونڪ
commenications,ڪمينيڪيشنس
kageran,ڪاڳرن
avaan,ايوان
micrometer,مائڪروميٽر
struture,اسٽريچر
birged,برگيڊ
almafardat,المفردات
aenak,عينڪ
hisey,حصي
korangia,ڪورنگيءَ
asharin,اشارن
sexi,سيڪسي
danau,داناءُ
perchami,پرچمي
afittahi,افتتاحي
kariyoon,ڪاريون
milanan,ملاڻن
ghuraendi,گھرائيندي
advertiser,ايڊورٽائيزر
mezani,ميزاني
aywazeen,عيوضين
meshers,ميشرز
alnaqad,النقاد
maghareen,مغارين
khushab,خوشاب
thahraey,ٺهرائي
aprenticeship,اپرينٽسشپ
khangee,خانگي
tins,ٽنس
chhikraen,ڇڪرائڻ
mehkaria,مهڪريءَ
teraee,تيرائي
sanddh,سانده
ohat,اوهٽ
ayodha,ايوڌا
waderi,وڏيري
sarjiyoon,سرجيون
mobli,موبلي
likhoon,لکون
protokolan,پروٽوڪولن
jetran,جيترن
dekhareende,ڏيکاريندي
aamoz,آموز
masalik,مسالڪ
maadyool,ماڊيول
vilaeyti,ولايتي
beemariyen,بيمارين
clicketer,ڪلڪيٽر
utaab,عتاب
wahshyanah,وحشيانه
vajaeendar,وڄائيندڙ
geehh,گيهه
chhankaey,ڇڻڪائي
patando,پٽندو
khejraria,کيجراڙيءَ
lampoor,لمپور
aknaam,اڪنام
grawand,گراونڊ
majlan,مجلن
burzbaan,برزبان
tareeqo,طريقو
tubia,ٽٻيءَ
khazri,خضري
dawati,دعوتي
khatrag,کٽراڳ
sethopati,سيٿوپاٽي
jestaen,جيسيتائين
dimaghi,دماغي
tingstan,ٽنگسٽن
taryani,تارياڻي
paleed,پليد
anthropolatory,اينٿروپوليٽري
abobakar,ابوبڪر
pretoon,پريٽون
shafaq,شفق
asianet,ايشيانيٽ
kewbai,ڪيوبائي
kanaeen,ڪنئين
charbi,چربي
khayarzah,خيارزه
guldasta,گلدستا
pusaey,پسائي
qaido,قائدو
kheria,کيڙيءَ
haneera,ھنيرا
subhau,سڀاءُ
vajaio,وڃايو
khaaras,خارس
tyvehi,ٽيويهه
alqah,علقه
imdah,عمده
daorja,دؤرجا
aalmani,عالماڻي
elfscentan,ايلفسنٽن
hanandiyoon,ھڻنديون
dadoa,دادوءَ
rehwasia,رهواسيءَ
dekhaarendad,ڏيکاريندڙ
nekalat,نيڪالات
rahanderan,رهندڙن
sharkatdari,شراڪتداري
eestar,ايسٽر
lahandar,لھندڙ
wataya,وتايا
languti,لنگوٽي
nago,ناگو
batekh,بطيخ
tandun,تندون
sochina,سوچڻا
tyagee,تياڳي
khaat,کاٽ
dorayi,ڊوڙائي
wadhai,وڌائي
tagad,ٽڳڙ
kainwas,ڪئنواس
esheen,ايشين
lagee,لگي
yousi,يوسي
hikadama,ھڪدم
brohee,بروهي
nasarpoori,نصرپوري
neho,نهو
thonek,ٿوڻيڪ
burdbari,بردباري
zeno,زينو
dorthy,ڊورٿي
sindreka,سندريڪا
abeer,عبير
likhandaa,لکندا
madgaar,مدگار
phurphote,ڦڙڦوٽ
kenro,ڪينرو
jhalk,جهلڪ
edy,ايڏي
winston,ونسنٽ
qareshia,قريشيءَ
peeho,پيهو
cemeroun,ڪيمرون
freenk,فرينڪ
harko,هرڪو
endas,ايندس
dharmashala,ڌرمشالا
rabqah,ربقه
khokhropar,کوکروپار
jajment,ججمينٽ
saangani,سانگني
gunhanda,ڳنهندا
weranda,ورندا
thoririyoon,ٿورڙيون
parzo,پرزو
devizanoon,ڊويزنون
britnika,برٽنيڪا
chagyoun,چڱيون
peps,پيپس
bankan,بئنڪن
midoee,مڙوئي
aghoni,اڳوڻي
bachaeendi,بچائيندي
ladann,لڙڻ
editional,ايڊيشنل
banaeno,بڻائڻو
akhani,آکاڻي
bachaendo,بچائيندو
ritairthiyo,رٽائرٿيو
kujhh,ڪجھہ
lappi,لپي
raseed,رشيد
ustat,استت
ikhtalafan,اختلافن
khaalisan,خالصن
dhamro,ڌمرو
odhii,اوڏيءَ
mutsif,متصف
saunam,سونم
hikajehryoon,هڪجهڙيون
barsatoon,برساتون
chhodo,ڇوڏو
eendaran,ايندڙن
chaleehoon,چاليهون
jebeta,جيبيٽا
madarast,مدرسة
sagharein,سگهارين
lawapori,لاواپوري
nof,نوف
sargareearsan,سرگريئرسن
sadyoun,سڏيون
dani,داڻ
burdhe,برده
khwaria,خواريءَ
tiketan,ٽڪيٽن
nadania,نادانيءَ
suthi,سُٺي
bartaniaee,برطانيائي
pachheli,پاڇيلي
madahan,مداحن
polvi,پولوي
taby,طبي
henar,هينر
kanimo,ڪنيمو
panhenja,پنهنجا
oajhad,اوجهڙ
janazi,جنازي
chinbraee,چنبڙائي
mitae,مٽائي
fleez,فليز
herokhan,هيروخان
kuchlin,ڪچلڻ
khulann,کُلڻ
joqal,جوقل
interfet,انٽرفيٽ
arhun,ارڙهون
finans,فنانس
samoondi,سامونڊي
sujawalia,سجاوليءَ
ashiyae,ايشيائي
kashala,ڪشالا
khanandaran,کڻندڙن
hann,ھئڻ
sabiban,سببان
khasoosyat,خصوصيت
wastehbabah,واستحبابه
hamoznia,هموزنيءَ
saranga,سارنگا
masloob,مصلوب
epidemic,ايپيڊمڪ
itefaq,اتفاق
boneshan,بونيشن
tarkaria,ترڪاريءَ
methamatics,ميٿاميٽڪس
chisko,چسڪو
paandhi,پانڌي
apsala,اپسالا
dekho,ديکو
khofo,خوفو
koasar,ڪوثر
vathann,وٿاڻ
mouzi,مائوزي
ghazibia,غريبيءَ
hathani,ھٿن
aqili,عقيلي
guzry,گذري
ginaan,گنان
sharlak,شرلاڪ
sehasi,سهاسي
udhio,اڏيو
pranchbi,پرانچبي
coats,ڪوٽس
mansiki,مانسڪي
aenih,عينيه
chakhia,چکيءَ
tabaqah,طبقه
badantizami,بدانتظامي
chandoka,چانڊوڪا
muqadesi,مقدسي
alfarhast,الفرهست
kakria,ڪاڪڙيءَ
taghlabia,تغلبيءَ
aatishi,آتشي
debaacho,ديباچو
peeko,پيڪو
mukhatiban,مخاطبن
werdati,ورداتي
kamiyaab,ڪامياب
unnveeheen,اُڻويهين
qabaliyat,قابليت
phhutandiyoon,ڦٽنديون
pandrahoon,پندرهون
qafiya,قافيا
piko,پيڪو
mayos,مايوس
ketiyoon,ڪيٽيون
qarzan,قرضن
dewaniyoon,ديوانيون
jeenan,جينن
khaji,کڄي
waspehran,واسپهرن
alqarafi,القرافي
udame,اڏامي
ahkaam,احڪام
fukharaldeen,فخرالدين
biliyoon,ٻليون
pandatan,پنڊتن
paleton,پليٽون
maarwaar,ماروار
aasamyaee,آساميائي
baaria,ٻاريءَ
suhanda,سهندا
sajadh,سجاده
dilasan,دلاسن
numaindo,نمائندو
waraei,ورائي
gharwareen,گهروارين
saagiyoon,ساڳيون
wakore,وڪوڙي
afeet,عافيت
jansee,جنسي
konha,ڪونھا
kaibi,ڪعبي
wisergi,وسرڳي
jeal,جيئل
machino,مشينو
chabotaran,چبوترن
noha,نوحا
suhniyen,سهڻين
pakia,پڪيءَ
pasandkan,پسندڪن
pakrayo,پڪاريو
jalosh,جلوس
mukhtalif,مُختلف
ladhri,لڌڙي
randbhai,راندڀائي
shehran,شهرن
lagis,لڳس
kapos,ڪپوس
monjharo,مونجھارو
alhajaj,الحجاج
jhaangaaraa,جهانگارا
saahwaro,ساهوارو
anbar,انبار
artqaey,ارتقائي
aggraeea,اڳرائيءَ
sheait,شيعت
hikjetro,هڪجيترو
raashid,راشد
lieenoo,لائينون
koyel,ڪوئل
taqwa,تقوا
nayarkas,نيارڪس
ghitia,گهٽيءَ
pihriyaeen,پھريائين
zalmane,ظالماڻي
hamira,حميرا
uhjanan,اهڃاڻن
sakrand,سڪرنڊ
coordinates,ڪوآرڊينيٽس
faqtah,فقطه
kapala,ڪپالا
jayari,جياري
doongri,ڏونگري
purmayah,پُرمايه
aashotosh,آشوتوش
broadly,براڊلي
qayum,قيوم
gandawa,گنداوا
gheraee,گهيرائي
gandrafi,گندرفي
sanayi,ثنائي
darsgaahh,درسگاهه
chelaram,چيلارام
mahdoodiyat,محدوديت
dileli,دليلي
khatia,کاٽيءَ
katanbi,ڪٽنبي
gandd,گند
terdat,تيردات
girafia,گرافيءَ
girafo,گرافو
munji,منجي
martabi,مرتبي
jodhopat,جوڌوپٽ
chodenh,چوڏهن
shafayat,شفاعت
ruls,رولز
jakhrania,جکراڻيءَ
badharaaey,ٻڌرائي
krons,ڪرونس
faljeeliyam,فلجيليم
sharishi,شارشي
salaheet,صلاحيت
tajzeyeh,تجزيه
mascot,مسقط
pahchaen,پهچائڻ
sandelo,سنديلو
chopayan,چوپاين
garhyal,ڳڙهيل
tanqeedon,تنقيدون
likhae,لکائي
emerates,ايمريٽس
mutmaen,مطمئن
hewanati,حيواناتي
danyal,دانيال
rahmdalia,رحمدليءَ
goalden,گولڊن
kangresiyan,ڪانگريسين
shanwai,شنوائي
gerkanoni,غيرقانوني
saanbhar,سانڀر
buraie,برائي
partikal,پارٽيڪل
meeria,ميريءَ
homolos,ھومولوس
maadeen,مادين
muatisib,معتصب
journelan,جرنيلن
sabajha,سٻاجها
aunaoon,معنائون
machhania,ماڇاڻيءَ
bufrawan,بفراوان
haftin,هفتن
sarv,سرو
nandiyo,ننديو
meharino,مهارڻو
farezah,فريضه
nikrandyoon,نڪرنديون
metman,ميٽمن
taleefat,تاليفات
likheen,لکين
soofiyano,صوفياڻو
dharji,ڌاريجي
samarna,سمرنا
mahajiraan,مهاجرن
ashariah,اشاريه
ratnibo,رتنبو
sumha,سمها
janaendaseen,ڄاڻائينداسين
invernace,انورنيس
kibhen,ڪنبن
tamakho,تمغو
bashriyal,بشريل
rawal,راول
nartikee,نرتڪي
jamhoor,جمھور
baahran,ٻاهران
lanwando,لنوندو
zonan,زونن
manghoo,منگهو
sekret,سيڪريٽ
peeral,پيرل
dhundhala,ڌنڌلا
imaman,امامن
nartiyah,نرتيه
mumalikh,ممالک
aabapashi,آبپاشي
hondraj,هوندراج
egathan,ايگاٿن
bakhiti,بختي
emfigori,ايمفيگوري
ghumsan,گهمسان
werdiyoon,ورديون
likhayoon,لکايون
ajansia,ايجنسيءَ
parhiyar,پڙھيار
karfiyo,ڪرفيو
ochhangar,اوڇنگار
incoding,انڪوڊنگ
waizeen,واعظين
unanda,اُڻندا
taraj,تاراج
patafeen,پتافين
lahaan,لهان
pachayal,پچايل
kampochiya,ڪمپوچيا
akadami,اڪادمي
tareeqeen,طريقين
chhadaey,ڇڏائي
dhamkayo,ڌمڪايو
sijde,سجدي
schemo,اسڪيمو
shashanko,ششانڪو
dhareendar,ڌاريندڙ
bulkali,بلڪلي
soonheri,سونھري
muarifat,معرفت
pira,پرا
yaraheen,يارھين
bhateyen,ڀاتين
aortazad,عورتزاد
chhanwaran,ڇانورن
lekhyaaoon,ليکيائون
guroh,گروهه
steshoon,اسٽيشون
pajndi,پڄندي
karsian,ڪرسين
ojhee,اوجهي
execto,ايگزيڪٽو
andolan,آندولن
unhaey,اونهائي
kapje,ڪپجي
daradi,درادي
khandam,خندم
mussaviria,مصوريءَ
sital,سيتل
khabardaria,خبرداريءَ
dekhayo,ڏيکايو
mithwani,مٺواڻي
kordate,ڪورڊيٽ
chaldriyen,چلڊرين
liyaka,لياڪا
mehada,مهادا
buchhan,بڇان
kashkul,ڪشڪول
parkhini,پرکڻي
islahe,اسلحي
sehkando,سهڪندو
aamriyo,آمريو
librarian,لائبريرين
hamthaeji,ھمٿائجي
fonoon,فونون
lachari,لاچاري
balkeshi,بالڪيشي
bharnatri,ڀرنتري
ikhwaan,اخوان
qavyoonilo,قويونلو
sekharendas,سيکاريندس
stro,اسٽرو
chakhaen,چکائڻ
barotin,ٻاروتڻ
mardah,مرده
shabnumi,شبنمي
panjabia,پنجابيءَ
alyabis,اليابس
zakarya,زڪريا
barm,ڀرم
gaykh,گائڪه
anjeli,انجيلي
chhadraendyoun,ڇڏرائينديون
sulchhani,سلڇڻي
zareena,زرينہ
chalakiyoon,چالاڪيون
dhholi,ڍولي
metaee,ميٽائي
jasosi,جاسوسي
khudejah,خديجه
karyoun,ڪريون
sinanda,سنندا
jangshahi,جنگشاهي
alsafat,الصافات
phhuriyal,ڦريل
guzarnoon,گذارڻون
karaejy,ڪرائجي
gorbani,گورباني
jody,جودي
zenchi,زينچي
shalaem,شلائم
daryahan,درياهن
mekanki,ميڪانڪي
khorana,کورانا
ghandedar,گهنڊيدار
khikhriyan,ککڙين
wahiq,وحق
barfeli,برفيلي
nazman,نظمن
paeon,پئون
patloonoon,پتلونون
hokanhan,هوڪنهن
gurr,گرڙ
bukhareen,بخارين
rifil,رائفل
pakhediyo,پکيڙيو
tent,تنت
gricks,گرڪس
pashap,پشپ
chhapayo,ڇپايو
farkhazad,فرخزاد
larr,لاڙ
korseka,ڪورسيڪا
tahrer,تحرير
arthhar,آرٿر
kharaasanee,خراساني
kamaniyoon,ڪمانيون
bedan,بيدن
sewastani,سيوستاني
mushtael,مشتعل
nepaaj,نيپاج
atanhiyoon,اتانهيون
jadobiyania,جادوبيانيءَ
marton,مارٽن
khanishad,خانشاد
aabdoz,آبدوز
ibtia,ابتيءَ
narsal,نرسل
haltar,ھلتر
nichhae,نڇائي
pewandkari,پيوندڪاري
koss,ڪوس
takrajanda,ٽڪرجندا
chhudwaag,ڇڙواڳ
wisliyo,وسليو
tarerr,تارڙ
ahelia,اهليه
tarjmekari,ترجميڪاري
dancerar,ڊانسرر
tabiban,طبيبن
aabkalania,آبڪلاڻيءَ
bukhear,بختيار
idanji,ادانجي
bardi,بڙدي
traning,ٽريننگ
flexi,فليڪسي
hik,هِڪَ
walayon,وليون
wapsee,واپسي
khuhda,کهڙا
sataari,ستاري
sindhbabat,سنڌبابت
weendi,ويندي
dekhari,ڏيکاري
daho,ڏاهو
tharechania,ٿريچاڻيءَ
pothiyen,پوٺين
wakistani,واڪستاني
rahendi,رھندي
zaporeziya,زپوريزيا
rayazyaee,رياضيائي
sharish,شرش
kharooq,خروق
bap,باپ
chod,چوڏ
chughliyoon,چغليون
wald,ولد
raab,راب
etroee,ايتروئي
haqni,حقني
laver,ليور
lahyarki,لاهيارڪي
milhayo,ملهايو
badrah,بدره
tefoor,طيفور
asokret,اسوڪريٽ
peshkash,پيشڪش
gornamnet,گورنمنيٽ
eseno,ايسينو
khulaat,خلعت
diso,ڏسو
zamedaariyoon,ذميداريون
jhoonpare,جهونپڙي
jumna,جمنا
chakrortar,چڪرورتر
mawadan,موادن
puchyas,پڇيس
baniyo,بڻيو
udyoon,اڏيون
chok,چوڪ
walmekia,والميڪيءَ
pabohh,پاٻوهه
qarzah,قرضه
cala,سالا
sathel,سٿيل
aashyanah,آشيانه
maslis,مثلث
lidd,لڏ
monitoring,مانيٽرنگ
mukhiyo,مکيو
sareniwas,سرينيواس
badhrayo,ٻڌرايو
gardwarah,گردواره
zindagiyoon,زندگيون
chalok,چالوڪ
tahmal,تحمل
devidend,ڊويڊنڊ
adib,اديب
clementis,ڪليمنٽس
suljhayep,سلجھائپ
bengkolo,بينگڪولو
rastami,رستمي
qazweeni,قزويني
hamendranath,ھميندرناٿ
jaayen,جاين
pokhayo,پوکايو
lolola,لولولا
aqidi,عقيدي
abtri,ابتري
assentruction,اسنٽرڪشن
lagaaije,لڳائجي
badakhlaqi,بداخلاقي
zayaratgah,زيارتگاه
wajaeendyoon,وڄائينديون
westfliyae,ويسٽفليائي
waheeduldeen,وحيدالدين
ekadashi,ايڪادشي
goloka,گولوڪا
aray,آڙي
siyna,سينا
zayaratgahan,زيارتگاهن
sadoor,صدور
girahki,گراهڪي
jeroslim,جيروسلم
patalaa,پٽالا
waziristan,وزیرستان
konhan,ڪونھن
takyal,ٽڪيل
shairmajeed,شاعرمجيد
milyalim,مليالم
warae,ورائي
pakhdiyo,پکڙيو
mandhano,مانڌاڻو
tolani,تولاڻي
liyari,لياري
wartayon,ورتيون
shesho,شيشو
thalhari,ٿلهڙي
muatzil,معتزل
harvi,هروي
toobkhano,توبخانو
alkherat,الخيرات
dhhoro,ڍورو
sabzah,سبزه
edinberg,ايڊنبرگ
turbunal,ٽربيونل
kafoor,ڪافور
dargardan,درگردن
pakhar,پکڙ
sendik,سينڊڪ
lagaae,لڳائي
limi,لمي
bejobawarah,بيجوباوره
rethiyo,رٿيو
hakoomatan,حڪومتن
moliks,مولڪس
aldeedan,الديدن
jede,جيڏي
haadsee,حادثي
bykhiya,بکيا
bhanjan,ڀنجن
khaah,خواه
maastarchandar,ماسترچندر
saroon,سرون
omini,اومني
mubshirah,مبشره
sweeming,سوئمنگ
mekoto,ميڪوٽو
vitheen,وٿين
ghaji,گهجي
damarjee,ڏمرجي
aelaniyo,اعلانيو
radhen,رڌڻ
basand,بسند
aararia,آراڙيءَ
chaees,چئيس
daryaftan,دريافتن
aaloodgi,آلودگي
rri,ڙي
mubni,مبني
bajau,بجاءُ
oqatoon,اوقاتون
pharnichare,فرنيچر
loharko,لوهارڪو
heniyoon,هيڻيون
banberi,بانبڙي
nipna,نپنا
sufian,صوفين
tayar,تیار
sogho,سوگهو
mufsir,مفسر
frankfurt,فرينڪفرٽ
harmoons,هارمونس
satum,ستم
shairah,شاعره
aghiyoon,اڳيون
taziyoon,تازيون
atterprise,ايٽرپرائيزز
liscence,لائيسنس
mandhia,منڍيءَ
narzo,نرزو
barseel,برسيل
herodotis,هيروڊوٽس
randkoon,رنڊڪون
dilchasand,دلچسند
thahendyoun,ٺاهينديون
tajseem,تجسيم
warghalayo,ورغلايو
dukhayalan,ڏکايلن
qasah,قصه
gaeedas,گائيدس
khobkhood,خوبخود
indhra,انڌرا
elaiqo,علائقو
tarjmekar,ترجميڪار
baheri,ٻاهري
wangbhyasdanan,ونگڀياسدانن
mufzil,مفضل
