vrithiyaakkiyathinu,വൃത്തിയാക്കിയത്തിനു
mulachaliloode,മുളച്ചലിലൂടെ
kaaryampettennu,കാര്യംപെട്ടെന്ന്
aadyasambhavamaayirunnu,ആദ്യസംഭവമായിരുന്നു
sandhivedanakkum,സന്ധിവേദനക്കും
prathiphalanaparamo,പ്രതിഫലനപരമോ
sajjanangaleyum,സജ്ജനങ്ങളേയും
duplicateumaaya,ഡ്യൂപ്ലിക്കേറ്റുമായ
parannuthalavechu,പറന്നുതലവെച്ച്
milaadichu,മിലാദിച്ച്
poyittuvaranam,പോയിട്ടുവരണം
oorippokaruthallo,ഊരിപ്പോകരുതല്ലോ
troofukal,ട്രൂഫുകൾ
mathurakk,മതുരക്ക്
vedaanthiyumokke,വേദാന്തിയുമൊക്കെ
tholiveluppinteyum,തൊലിവെളുപ്പിന്റെയും
blaith,ബ്ലൈത്ത്
jaathyadhikshepam,ജാത്യാധിക്ഷേപം
myladiparayileyum,മൈലാടിപ്പാറയിലെയും
khaaboosine,ഖാബൂസിനെ
lokabandham,ലോകബന്ധം
malayarkkidayile,മലയർക്കിടയിലെ
midukkikkutty,മിടുക്കിക്കുട്ടി
thelungusinimayile,തെലുങ്കുസിനിമയിലെ
raajaadhikaarathode,രാജാധികാരത്തോടെ
mriduvaayalla,മൃദുവായല്ല
krishiyullava,കൃഷിയുള്ളവ
samayamillithuvare,സമയമില്ലിതുവരെ
prachodavumaaya,പ്രചോദവുമായ
kachavadamaayappolu,കച്ചവടമായപ്പോള്
marikkappettekkaam,മറിക്കപ്പെട്ടേക്കാം
raajyabhakthiyum,രാജ്യഭക്തിയും
chovvaadashaakaalathu,ചൊവ്വാദശാകാലത്ത്
aanivezhsariyil,ആനിവേഴ്സറിയിൽ
nadikkunnathinu,നടിക്കുന്നതിന്
ugraswarathil,ഉഗ്രസ്വരത്തിൽ
naagapattanathekkum,നാഗപട്ടണത്തേക്കും
adiyuyarathil,അടിയുയരത്തിൽ
sinil,സിനിൽ
bhakshyolppaadanam,ഭക്ഷ്യോൽപ്പാദനം
minnalodeyaanu,മിന്നലോടെയാണ്
abhipraayathinu,അഭിപ്രായത്തിനു
bhakthasaandramaayi,ഭക്തസാന്ദ്രമായി
shakthiporenn,ശക്തിപോരെന്ന്
daurbhaagyakaramaanu,ദൌർഭാഗ്യകരമാണ്
kottaaratthinteyo,കൊട്ടാരത്തിന്റെയോ
hapurile,ഹാപുരിലെ
engineeyaraayitt,എൻജിനീയറായിട്ട്
insu,ഇൻസു
buraakhiyum,ബുറാഖിയും
paridhiyale,പരിധിയലെ
saadhippichum,സാധിപ്പിച്ചും
vendiyarunnathu,വേണ്ടിയരുന്നത്
haalukalileyum,ഹാളുകളിലേയും
kshethrapoojaariyumaaya,ക്ഷേത്രപൂജാരിയുമായ
avasaanavarayilethi,അവസാനവരയിലെത്തി
avideyirunnappolu,അവിടെയിരുന്നപ്പോള്
beljiyathinte,ബെൽജിയത്തിൻറെ
thonnukayeyilla,തോന്നുകയേയില്ല
anweshanangalaayum,അന്വേഷണങ്ങളായും
aathmaavalokanathinte,ആത്മാവലോകനത്തിന്റെ
theyilayaanithu,തേയിലയാണിത്
thudangunnathinappuram,തുടങ്ങുന്നതിനപ്പുറം
soshyalaakukayaan,സോഷ്യലാകുകയാണ്
urappinethudar,ഉറപ്പിനെത്തുടര്
prathisandhiyide,പ്രതിസന്ധിയിടെ
sivakarthikeyan,ശിവകാർത്തികേയൻ
krishinilam,കൃഷിനിലം
jinnilo,ജിന്നിലോ
purathunilkkukaye,പുറത്തുനിൽക്കുകയേ
karanine,കരണിനെ
upaadhikalillengilum,ഉപാധികളില്ലെങ്കിലും
krishibhoomiyaanennu,കൃഷിഭൂമിയാണെന്ന്
puneykkaduthulla,പുണെയ്ക്കടുത്തുള്ള
palishayilavukal,പലിശയിളവുകൾ
kandumuttaamenna,കണ്ടുമുട്ടാമെന്ന
reedaraayirunnuvennu,റീഡറായിരുന്നുവെന്നു
andhavishwaasamellaam,അന്ധവിശ്വാസമെല്ലാം
niyamanadapadikale,നിയമനടപടികളെ
parichunattashesham,പറിച്ചുനട്ടശേഷം
karikkunnathinodu,കരിക്കുന്നതിനോട്
mannillennu,മണ്ണില്ലെന്ന്
paastarmaarumaaya,പാസ്റ്റർമാരുമായ
thudarkadhayaakunnu,തുടർകഥയാകുന്നു
kollakkanakku,കൊല്ലക്കണക്ക്
athundaakaan,അതുണ്ടാകാൻ
idathumunnaniyaanu,ഇടതുമുന്നണിയാണ്
pettetthunnavar,പെട്ടെത്തുന്നവര്
thirichunadakkumbol,തിരിച്ചുനടക്കുമ്പോൾ
bahavuddin,ബഹാവുദ്ദീൻ
balapeedakarudeyo,ബാലപീഡകരുടെയോ
pankuveykkunnathu,പങ്കുവെയ്ക്കുന്നത്
graafeente,ഗ്രാഫീന്റെ
bhaktajanangal,ഭക്തജനങ്ങൾ
kunthamunapoleyaanu,കുന്തമുനപോലെയാണ്
ullulachu,ഉള്ളുലച്ച്
vaayikkaanaayath,വായിക്കാനായത്
maasifinte,മാസിഫിന്റെ
adimachantha,അടിമചന്ത
sthalakaalavumaayi,സ്ഥലകാലവുമായി
poppikal,പോപ്പികൾ
sarippaattinteyum,സറിപ്പാട്ടിന്റെയും
bottukalkkaayi,ബോട്ടുകൾക്കായി
neekkaathinethire,നീക്കാത്തിനെതിരെ
praayogimallennu,പ്രായോഗിമല്ലെന്ന്
sandarbhasrish,സന്ദർഭസൃഷ്
elavumilla,എളവുമില്ല
residentil,റസിഡന്റിൽ
athyuchaavastha,അത്യുച്ചാവസ്ഥ
nilakalileyum,നിലകളിലേയും
kruthayaavukayaanu,കൃതയാവുകയാണ്
bhayakkendathillannum,ഭയക്കേണ്ടതില്ലന്നും
viravimukthikkulla,വിരവിമുക്തിക്കുള്ള
globaltrade,ഗ്ലോബൽട്രേഡ്
vasthuthakaludeyo,വസ്തുതകളുടേയോ
vyagrayilaayirunnu,വ്യഗ്രയിലായിരുന്നു
keemukaleppatti,കീമുകളെപ്പറ്റി
thirichuvannathumilla,തിരിച്ചുവന്നതുമില്ല
blaitware,ബ്ലെയ്റ്റ്വെയർ
pathusentinu,പത്തുസെന്റിനു
shikamekhalavareyulla,ഷികമേഖലവരെയുള്ള
nerambokkaayittalla,നേരമ്പോക്കായിട്ടല്ല
samaradinathil,സമരദിനത്തിൽ
snaapchaattinethire,സ്നാപ്ചാറ്റിനെതിരെ
karamayi,കരമായി
oodaathavare,ഓടാത്തവരെ
thaazheveenupottukayum,താഴെവീണുപോട്ടുകയും
nashtatthinidayilum,നഷ്ടത്തിനിടയിലും
meshappuram,മേശപ്പുറം
mulangambukal,മുളങ്കമ്പുകൾ
thookkukayarittu,തൂക്കുകയറിട്ട്
nirtthikondirunnu,നിർത്തികൊണ്ടിരുന്നു
vachittenthinaa,വച്ചിട്ടെന്തിനാ
kannasthaanathaa,കണ്ണസ്ഥാനത്താ
onnaayaal,ഒന്നായാൽ
bandhukkalumaayonnum,ബന്ധുക്കളുമായൊന്നും
laganumellam,ലഗാനുമെല്ലാം
fajarhousil,ഫജർഹൌസിൽ
aasheervadichirunnu,ആശീർവദിച്ചിരുന്നു
chippsettinu,ചിപ്പ്സെറ്റിന്
urundozhukunna,ഉരുണ്ടൊഴുകുന്ന
krimeekaranangalaanu,ക്രിമീകരണങ്ങളാണ്
nadikkoppamalla,നടിക്കൊപ്പമല്ല
pakachuninnu,പകച്ചുനിന്ന്
abdulmajeedinte,അബ്ദുൽമജീദിന്റെ
jeevithavumaayum,ജീവിതവുമായും
maaruthikkaril,മാരുതിക്കാറിൽ
athishayoktham,അതിശയോക്തം
gopinaadhintethaanu,ഗോപിനാഥിന്റെതാണ്
lalithagaanangalil,ലളിതഗാനങ്ങളിൽ
puliyaanithennum,പുലിയാണിതെന്നും
jeevichirunnayaalaanu,ജീവിച്ചിരുന്നയാളാണ്
masoram,മസോറാം
theeyittathaakumennaanu,തീയിട്ടതാകുമെന്നാണ്
maathrusahaayathaal,മാതൃസഹായത്താൽ
burris,ബറിസ്
thadayaanokkilla,തടയാനൊക്കില്ല
desakkaarkku,ദേശക്കാർക്കു
uraykkumathre,ഉറയ്ക്കുമത്രേ
sambadvyavasthayennu,സമ്പദ്വ്യവസ്ഥയെന്ന്
thadayittathu,തടയിട്ടത്
chandanatthirikalum,ചന്ദനത്തിരികളും
varadaanamaakunnu,വരദാനമാകുന്നു
purushanmaarenkilum,പുരുഷൻമാരെങ്കിലും
galapagos,ഗലാപ്പഗോസ്
bhapathravumaayi,ഭപാത്രവുമായി
pranayakadhayilenaayika,പ്രണയകഥയിലെനായിക
chaarthunnu,ചാർത്തുന്നു
naduvilaayum,നടുവിലായും
jagrathakkuravaanu,ജാഗ്രതക്കുറവാണ്
shlokangalumulla,ശ്ലോകങ്ങളുമുള്ള
ennumulppede,എന്നുമുൾപ്പെടെ
utharavaadithva,ഉത്തരവാദിത്ത്വ
kettunnavaraanenna,കെട്ടുന്നവരാണെന്ന
ghattavumanu,ഘട്ടവുമാണ്
virivum,വിരിവും
tourmine,ടൂർമൈൻ
sukhappeduthukayo,സുഖപ്പെടുത്തുകയോ
stoinisinte,സ്റ്റോയ്നിസിന്റെ
thaamasakkaraan,താമസക്കരാണ്
nallabandhathinu,നല്ലബന്ധത്തിന്
manjinodoppam,മഞ്ഞിനോടൊപ്പം
theeyathikalanusarichu,തീയതികളനുസരിച്ച്
mumbeyude,മുംബെയുടെ
sandarbhamaanithennum,സന്ദർഭമാണിതെന്നും
labhyamayittullathu,ലഭ്യമായിട്ടുള്ളതു
herayude,ഹെരയുടെ
yojikkuvaano,യോജിക്കുവാനോ
sourakshikayude,സൌരക്ഷികയുടെ
vidyuthkaanthikam,വിദ്യുത്കാന്തികം
gisais,ഗിസൈസ്
rodallennu,റോഡല്ലെന്ന്
maleemasamaakunna,മലീമസമാകുന്ന
sambhavathinoduvil,സംഭവത്തിനൊടുവിൽ
mukkuvanparambu,മുക്കുവൻപറമ്പ്
nashtamaakkille,നഷ്ടമാക്കില്ലേ
oodaanaavaathathinaal,ഓടാനാവാത്തതിനാൽ
namukkundenkilum,നമുക്കുണ്ടെങ്കിലും
puthuvahanam,പുതുവാഹനം
neelakkoduveliyulla,നീലക്കൊടുവേലിയുള്ള
penpookkalude,പെൺപൂക്കളുടെ
pattiminutta,പട്ടിമിനുട്ട
gadakangale,ഘടകങ്ങളെ
azhukkukaleyum,അഴുക്കുകളെയും
aagrahasaafalyavum,ആഗ്രഹസാഫല്യവും
bharanamunnaniyileyum,ഭരണമുന്നണിയിലെയും
shoottinginokke,ഷൂട്ടിംഗിനൊക്കെ
raadhaakyashnanodu,രാധാക്യഷ്ണനോട്
koodekkaruthi,കൂടെക്കരുതി
gikkunnathennaanu,ഗിക്കുന്നതെന്നാണ്
vaarikoottanulla,വാരികൂട്ടാനുള്ള
aaswadichathu,ആസ്വദിച്ചത്
paratthiyirunnathu,പറത്തിയിരുന്നത്
anishchithathvamillaathe,അനിശ്ചിതത്വമില്ലാതെ
aparyaapthathakalkond,അപര്യാപ്തതകൾകൊണ്ട്
bhinnichittilla,ഭിന്നിച്ചിട്ടില്ല
maksilaka,മക്സിലക
kovilattileyum,കോവിലാറ്റിലേയും
abhimaanavijrumbhithanaayi,അഭിമാനവിജൃംഭിതനായി
braahmanabhaagathaanu,ബ്രാഹ്മണഭാഗത്താണ്
kyaamarakalodukoodiya,ക്യാമറകളോടുകൂടിയ
samsaaramenganeyennum,സംസാരമെങ്ങനെയെന്നും
kayarininnayirunnu,കയറിനിന്നായിരുന്നു
drishyapaatamaayittaanu,ദൃശ്യപാഠമായിട്ടാണ്
aakhyaanareethiyeyum,ആഖ്യാനരീതിയെയും
snehachumbanathinte,സ്നേഹചുംബനത്തിന്റെ
kumarinoppavum,കുമാറിനൊപ്പവും
edakkalippanthal,ഇടക്കളിപ്പന്തൽ
thrinavalganikkaan,തൃണവൽഗണിക്കാൻ
janmangalilo,ജന്മങ്ങളിലോ
paathaalatthilo,പാതാളത്തിലോ
laughlin,ലോഗ്ലിൻ
vyoolinodu,വ്യൂളിനോട്
maareyumadakkam,മാരെയുമടക്കം
thudachaatte,തുടച്ചാട്ടെ
sarkkaaraayirunnu,സർക്കാറായിരുന്നു
tharayunnathu,തറയുന്നത്
swapnakkoodaaram,സ്വപ്നക്കൂടാരം
oodaamennum,ഓടാമെന്നും
akattunnava,അകറ്റുന്നവ
orujillathanne,ഒരുജില്ലതന്നെ
rasakaramaavunnathum,രസകരമാവുന്നതും
svalayude,സ്വലയുടെ
thudangaruthennum,തുടങ്ങരുതെന്നും
pishakukalkku,പിശകുകൾക്കു
ittittundo,ഇട്ടിട്ടുണ്ടൊ
vespayudeyum,വെസ്പയുടെയും
sameepapradeshangalilaayi,സമീപപ്രദേശങ്ങളിലായി
sukiji,സുകിജി
colophysis,കോളോഫിസിസ്
