mwnlwnga,मोनलोङा
poraisapwrkwobw,फरायसाफोरखौबो
sorkarao,सरकाराव
thangkiyabw,थांखियाबो
gaisongjanw,गायसंजानो
dagori,दागरि
moitri,मइत्रि
faotaianw,फावथायानो
maotimwnkwo,मावथिमोनखौ
gwiywibadi,गैयैबादि
ppe,पिपिई
boiprendni,बयप्रेन्डनि
gwijwba,गैजोबा
gaisonjadwng,गायसनजादों
hastainaipwrkwo,हासथायनायफोरखौ
gwswkangnayanw,गोसोखांनायानो
jitainiprai,जिथायनिफ्राय
rujunbai,रुजुनबाय
khungjayw,खुंजायो
borkuraao,बरकुराआव
ingsaniyot,इंसानियत
gelegrapwtarao,गेलेग्राफोथाराव
jwosenibw,जौसिनिबो
mabwba,माबोबा
hangkrai,हांख्राइ
gongdi,गंडि
montrijwng,मन्थ्रिजों
dwlwfwra,दोलोफोरा
dwikanglangbai,दैखांलांबाय
gandinw,गान्दिनो
rdsaa,आरडीएसआ
injur,इन्जुर
habhwakwi,हाबहोआखै
jagird,जागिरद
lupungnw,लुफुंनो
dajabtaikwo,दाजाबथाइखौ
hwnaiyao,होनाइयाव
dwiyongo,दैयंग
nugasinw,नुगासिनो
songnaini,संनायनि
swimani,सैमानि
bimungpwrkwo,बिमुंफोरखौ
saojanya,सावजान्या
gwglwiswnanwi,गोग्लैसोनानै
bebadibw,बेबादिबो
laimwnpwr,लाइमोनफोर
kontaiabw,खन्थाइयाबो
maitaiaonw,मायथायावनो
gangtam,गांथाम
hadwrnisim,हादोरनिसिम
philantrophist,फिलानट्रफिस्ट
finale,फाइनेल
jilapwr,जिलाफोर
detonator,डिटनेटरफोरखौ
bahinigami,बाहिनिगामि
lwitwoma,लैथौमा
bilaikwonw,बिलाइखौनो
hwbaimwn,होबायमोन
gwrib,गोरिब
gwobang,गौबां
kwmsiyao,खोमसियाव
assistanceni,एसिसटेन्सनि
dwitaihorgasinw,दैथायहरगासिनो
gwmalang,गोमालां
hindupara,हिन्दुपारा
badailu,बादायलु
gidingbwpinnangnaiswi,गिदिंबोफिननांनायसै
telip,टेलिफ
parnwitingnipraibw,फारनैथिंनिफ्रायबो
jaminao,जामिनआव
torkari,तरकारि
aibi,आइबि
konfarenceni,खनफारेन्सनि
khongdwng,खंदों
blalw,ब्लालो
cadernw,केडारनो
maotipwrabw,मावथिफोराबो
tatini,थाथिनि
puyel,पुयेल
hwginao,होगिनाव
laipangpwrkwo,लाइफांफोरखौ
rangarajan,रांगाराजान
agrikalsaler,एग्रिकालसालेर
naipwrnw,नायफोरनो
lasinbaoyw,लासिनबावयो
kolakhetrao,कलाक्षेत्रआव
jwogataikwo,जौगाथायखौ
sharmamwna,शर्मामोना
jaigapwrnipraibw,जायगाफोरनिफ्रायबो
pwrmanniprai,फोरमाननिफ्राय
soraideu,सराइदेउ
naihwinw,नायहैनो
surnw,सुरनो
gothaihwidwngmwn,गथायहैदोंमोन
pahamsaliaobw,फाहामसालिआवबो
bujihwnw,बुजिहोनो
swhornanwi,सोहरनानै
gaminiprai,गामिनिफ्राय
naisonghwyw,नायसंहोयो
pwsaodwnglondon,फोसावदोंलन्डन
vidyasagar,बिद्यासागर
batrakanti,बाथ्राखान्थि
bungdwngh,बुंदोंः
yarijwng,यारिजों
kekeri,केकेरि
dokaitpwrniprai,दकाइतफोरनिफ्राय
trobunelkwo,ट्रबुनेलखौ
kwrang,खोरां
haywna,हायोना
midiao,मिडियाव
hwnaisw,होनायसो
imphol,इम्फल
bukarlangjananwi,बुखारलांजानानै
ladenah,लादेनआ
bipanariabw,बिफानारियाबो
swdrwmamwn,सोद्रोमामोन
horswi,हरसै
maomarnw,मावमारनो
bahaipina,बाहायफिना
khalamjanai,खालामजानाय
habildar,हाबिलदार
bentu,बेन्थु
bwkhangnanw,बोखांनानो
angwywi,आंगोयै
kakhi,काखी
englandjwng,इंलेण्डजों
coochbeharni,कुचबिहारनि
rahaayurvedicni,राहाआयुर्बेदिकनि
jaywbw,जायोबो
swmjikangnaiao,सोमजिखांनायाव
swlwnggirini,सोलोंगिरिनि
swbnaya,सोबनाया
companypwrabw,खम्पानिफोराबो
jhao,झाव
danjwng,दानजों
bahagwao,बाहागोयाव
konjumar,कन्जुमार
woapwr,औवाफोर
binanggwomwn,बिनांगौमोन
tanaisomao,थानायसमाव
dhekiajuliao,धेकियाजुलिआव
kongiripwra,खनगिरिफोरा
moturam,मथुराम
nwjwrtikwo,नोजोरथिखौ
pannanwi,फान्नानै
rwngoti,रोंगथि
hastainaikwo,हासथायनायखौ
tamlakh,थामलाख
mumbaiao,मुमबाइआव
strateao,स्ट्रेटआव
sitpwrni,सिटफोरनि
jwtwnni,जोथोननि
ginailase,गिनायलासे
samaria,सामारिया
badaigiriya,बादायगिरिया
monidipa,मनिदिपा
sopota,सपता
wnswlpwrni,ओनसोलफोरनि
wjari,ओजारि
arindom,अरिन्दम
greatwall,ग्रेटवाल
kachrat,कचरत
koliya,कलिया
komlabari,कमलाबारि
sensas,सेनसास
baganifwra,बागानिफोरा
badanaia,बादानाया
mwnbw,मोनबो
rapali,रापालि
purpoming,पार्पमिं
daokwlangbai,दावखोलांबाय
barolkwo,बारलखौ
nangwoni,नांगौनि
lwithwmayao,लैथोमायाव
naifamna,नायफामना
fakwo,फाखौ
maopunglangnangwo,मावफुंलांनांगौ
siusaid,सिउसाइद
banainangwo,बानायनांगौ
swmjikangnailai,सोमजिखांनायलाय
jiugiripwrkwo,जिउगिरिफोरखौ
lirnai,लिरनाय
coolder,कुल्डार
jotum,जथुम
kuhiyar,कुहियार
beswdi,बेसोदि
fwrwngirianw,फोरोंगिरियानो
begomkwo,बेगमखौ
japungmarwbla,जाफुंमारोब्ला
franw,फ्रानो
lakkimpurh,लक्किमपुरः
naibirgwn,नायबिरगोन
tamulpurh,तामुलपुरः
pwlagasinw,फोलागासिनो
yangomoho,यांगमह
musukafwra,मुसुखाफोरा
irnakulamsim,इरनाकुलामसिम
kolkatayao,कलकाथायाव
harnaguri,हारनागुरि
saorainailo,सावरायनायल
ukundwifwra,उखुन्दैफोरा
fwrwngtaikwo,फोरोंथायखौ
dumdumani,दुमदुमानि
aron,अरन
baohordwng,बावहरदों
swngtinai,सोंथिनाय
boumas,बउमास
kwnayw,खोनायो
companyao,कम्पानियाव
somsimol,समसिमल
fehertai,फेहेरथाय
jakangna,जाखांना
wnswlaripwrniprai,ओनसोलारिफोरनिफ्राय
habaparipwni,हाबाफारिफोनि
akhukwo,आखुखौ
konnwi,खन्नै
barikwo,बारिखौ
bharatsim,भारतसिम
aidayari,आयदायारि
napwrkwo,नाफोरखौ
debsara,देबसारा
nanw,नानो
linghornw,लिंहरनो
minuteni,मिनिटनि
vishwajit,बिश्वजित
baknailaipwrni,बाख्नायलाइफोरनि
jwsonnaikwo,जोसन्नायखौ
hubwiywi,हुबैयै
samlaigranifrai,सामलायग्रानिफ्राय
commissionjwng,खमिसनजों
anjadni,आनजादनि
dihunbaogwn,दिहुनबावगोन
gibiywi,गिबियै
raokantiyari,रावखान्थियारि
clubfwra,क्लाबफोरा
raikhangnayao,रायखांनायाव
nedarlend,नेदारलेन्द
starkwo,स्टारखौ
medalkwo,मेडेलखौ
sinjwng,सिनजों
lwgwpwrnw,लोगोफोरनो
lineaobw,लाइनावबो
derhasarnaimwn,देरहासारनायमोन
pujaria,पुजारिया
sajabw,साजाबो
songalifwrkwo,संगालिफोरखौ
gurujyoti,गुरुज्यति
khariao,खारियाव
gaijanai,गायजानाय
nujapwinai,नुजाफैनाय
bwtarnai,बोथारनाय
khudiafwr,खुदियाफोर
jiraisali,जिरायसालि
modelpwrkwo,मडेलफोरखौ
mohonta,महन्ता
enggarhaywi,एंगारहायै
dinjwng,दिनजों
bisaikotikwo,बिसायखथिखौ
dropodi,द्रपदि
sikajwng,सिखाजों
fwrmaidwng,फोरमायदों
gwnwgwtw,गोनोगोथो
swmjihwnw,सोमजिहोनो
bilaipwra,बिलाइफोरा
nangkhangnw,नांखांनो
swrnimarmwn,सोरनिमारमोन
mij,मिज
mungtisondwng,मुंथिसनदों
najao,नाजाव
parilainiprai,फारिलाइनिफ्राय
ravichanandran,रबिचनन्द्रन
jirainanwibw,जिरायनानैबो
fwnkwo,फोनखौ
saoraigwn,सावरायगोन
hwnaibadiywi,होनायबादियै
pojitiv,पजितिभ
ajarni,आजारनि
swihwinanwi,सोहैनानै
swohwibai,सौहैबाय
mungko,मुंख
mwnjlainaini,मोनज्लायनायनि
kalambwnaya,खालामबोनाया
islarini,इस्लारीनि
mwnpinw,मोनफिनो
birkongbagra,बिरखंबाग्रा
poraisoliao,फरायसलियाव
gelegiripwrniprai,गेलेगिरिफोरनिफ्राय
bipangpwrkwo,बिफांफोरखौ
saoraimelpwrao,सावरायमेलफोराव
tiknia,थिखनिया
hasungkwo,हासुंखौ
tapayabla,थाफायाब्ला
tirangtah,थिरांथआ
dhwrwmguruni,धोरोमगुरुनि
dapungdwng,दाफुंदों
bwsranglangnaini,बोस्रांलांनायनि
karkwmalangw,खारखोमालाङो
ohongbam,अहंबाम
hiragataniprai,हिरागाथानिफ्राय
rajbongshia,राजबंशीया
