frental,فرنٹل
dhoya,دھویا
shruqen,شُرٛکٮ۪ن
karnaho,کرناہو
yemiki,ییٚمِکی
manavan,مناوان
nawi,نوِ
travne,ترٛاونہٕ
zarfi,ظرفی
bashandi,باشنٛدٕ
ganne,گنہٕ
karmal,کرمل
jahed,جاہد
sarangal,سرنگل
leetar,لیٹر
arem,آرٕمۍ
memberas,ممبرس
andmedical,اینڈمیڈیکل
kerthi,کٔرِتھیِہ
qulis,کُلِس
agard,اگرد
kaventar,کاونٹر
parjanch,پرجانچ
zahirkirat,ظاہرکرت
dohli,دۄہلہِ
izhaari,اظہاری
trew,ترٛٲو
paekisteyn,پٲکستانۍ
bandipora,بنڈٕپور
lihaaze,لحاظٕ
ischemic,اسکیمک
labro,لبرو
shahnaz,شاہناز
mubarbadi,مباربادی
vene,ؤنۍ
demagan,دٮ۪ماغن
wedakh,وٮ۪داکھ
parsabhi,پرسبھی
magzan,مغزن
konshan,کونشن
preznaevith,پرزٕنٲوِتھ
demaegy,دمٲغی
orkamshanar,اورکمشنر
thawin,تھاوٕنۍ
nomraevith,نوٚمرٲوِتھ
haspaal,ہسپال
zalne,زالنہٕ
faez,فٲض
tarjem,تَرجمہ
sapdeth,سپدتھ
kogriftarkya,کوگرفتارکیا
badenas,بدنس
deyw,دۄیَو
tareeqas,طریٖقس
ajoor,اجور
akawan,اکاون
wuchimey,وُچھۍمٚے
distrekt,ڈسٹریکٹ
qeiz,قٲضۍ
sarnkort,سرنکورٹ
jharjheri,جھرجھری
parmot,پرموت
vishnodio,وشنودیو
kobchayagiya,کوبچایاگیا
parbharpur,پربھرپور
kadkeda,کڑکڑا
chanselarz,چانسلرز
buiz,بوٗزۍ
pathrathan,پتھراٹھان
shiran,شیران
vetravan,وٮ۪تراوان
vostaadan,وۄستادن
dispersen,ڈسپرسن
kaeshirie,کٲشِرۍ
romalon,رومالوں
langaas,لنگاس
leykhne,لٮ۪کھنہٕ
laayine,لاینہٕ
mahqame,محکمہٕ
khairallah,خیراللہ
mayaeri,معیٲری
prograaming,پروگرامنگ
makhana,مکھانا
sawapan,سواپن
asloobas,اوٚسلوٗبس
sadqat,صدقت
asmat,اسمت
khaber,خبر
anasiron,عناصروں
dorkarleyaja,دورکرلیاجا
tihenz,تِہٕنٛز
ashub,آشوب
orkagzat,اورکاغذات
qataaf,قطاف
diutun,دیُتُن
zabristi,زبرستی
pashbander,پشبندر
wazas,وعظس
chatva,چھٹوا
hoshmand,ہوشمند
chatros,چھاتروس
coprenciple,کاپرنسپل
adharseen,ادھرسین
qadarbehter,قدربہتر
altaarik,الطارق
denanath,دیناناتھ
samrajiyat,سامراجیت
ikhtiyarkiya,اختیارکیا
ilzama,الزاما
haquumat,حکوٗمٔت
kyajaniwalaqabza,کیاجانیوالاقبضہ
ruud,رود
qonoonan,قونونَن
bardbari,بردباری
gongma,گونگما
istelaahaat,اِصطلاحات
qules,کُلِس
pedahon,پیداہون
jabruk,جبرُک
gulnazjas,گلنازجس
satambarmah,ستمبرماہ
sanbhaal,سنبھال
kamishnari,کمشنری
paygember,پیغمبر
manqibaton,منقبتوں
padampat,پدمپت
almomnaat,المومنات
khushaal,خوشال
kachlon,کچلوں
kunmy,کُنمٚے
bohduran,بہودُرن
transakshan,ٹرانسکشن
nashriya,نشریہ
alaana,الانا
inqelebi,اِنقلٲبۍ
lisaniyate,لسانیاتہٕ
veher,وٕہرۍ
hanpta,ہانپتا
kawajagarkaran,کواجاگرکرن
padhti,پڑھتی
garmal,گرمل
thaewith,تھٲوِتھ
paalak,پالک
nedi,نٲڑی
baseeratas,بصیٖرتس
reginal,ریجینل
sadgoro,سدگورو
complicas,کمپلیکس
balajwazgo,بلاجوازگو
tartibeh,ترتیٖبہٕ
bichaar,بچار
muqararkardi,مقررکردی
timav,تمِو
burbede,بُربٲدی
boche,بۄچھ
pasarat,پسارت
chakraawne,چھٔکراونہٕ
moholiyaat,موحولیات
modudi,مودودی
behterhoskitah,بہترہوسکتاہ
inkeri,انکٲری
majmoat,مجموعات
supprentendents,سپرنٹنڈنٹس
istishna,استشنا
mansakh,منسکھ
vaki,واقعہٕ
ibrorezi,ابروریزی
yimew,یِمَو
sawner,ساونیر
mubtadi,مبتدی
zataluqat,زتعلقات
dasemberas,دسمبرس
nagerjona,نگرجونا
flori,فلوری
gatshine,گژِھنہٕ
maglmeedanchatrosab,مغلمیدانچھاتروسب
bandkerdi,بندکردی
daf,ڈاف
pooyth,پوٗتھۍ
afnan,افنان
kempas,کیمپس
noqsaan,نقادَن
rajez,رجز
khochka,کھوچکا
incheong,انچیونگ
muneere,مُنیرہ
muzahiron,مظاہروں
vahraevith,وہرٲوِتھ
sonchi,سونچہِ
hechnich,ہیٚچھنٕچہ
parenib,پرنب
saidakhter,سیداختر
huriyamets,ہُریامٕژ
rektarnaarath,ریکٹرنارتھ
masqat,مسقط
mahrashtar,مہراشٹر
bateeb,بطیب
koshraab,کوشراب
aneh,انہٕ
freedi,فریدی
agargaadi,اگرگاڑی
sarwe,سارِوٕ
bunyadehein,بنیادہیں
compartment,کمپارٹمنٹ
balgam,بلغم
rewajan,رواجَن
bhupesh,بھوپیش
rehnumarjeni,رہنمارجنی
kharidnabhi,خریدنابھی
ehmedki,احمدکی
orsaat,اورسات
dabrogarh,ڈبروگڑھ
sambhalon,سنبھالوں
yimow,یِمو
mister,مِستٔرۍ
istaari,استعارٕ
waredanan,وردنن
tareeqaw,طریقو
ruzit,روٗزِتھ
karliya,کرلیا
yoloji,یولوجی
hunglo,ہنگلو
lajha,لجھا
nafsuk,نفسُک
afradgiriftar,افرادگرفتار
yavun,یاوُن
hyokmut,ہیٛوٚکمُت
salayatha,سلایاتھا
pandorang,پانڈورنگ
vatnavnas,واتناونَس
doctortederos,ڈاکٹرٹیڈروس
shawangi,شوانگی
rachhu,رچُھ
goye,گویہِ
hamrekab,ہمرکاب
lillah,للِہ
tarhat,ترہت
balalata,بلالاتا
harkav,ہرکو
praval,پراول
yedal,یڈل
hube,حبہ
lahaza,لہاذا
azhad,ازحد
orbalal,اوربلال
kaljogasar,کالجوگاسر
persoriya,پرسوریا
thoolas,ٹھوٗلَس
heynd,ہنٛدٕۍ
nileh,نِلہٕ
ehmedmanib,احمدمنیب
kasnaad,کسناڑ
zoloji,زولوجی
jagadgroswami,جگدگروسوامی
khabarnaam,خبرنام
chhir,چھیٖر
reshrem,رشرم
mohkim,محکم
almuhadisiyan,المحدثین
tus,تُس
kuj,کُج
doctorshahidki,ڈاکٹرشاہدکی
yehund,یہُنٛد
layajata,لایاجاتا
temirchahat,تعمیرچاہت
basaadat,باسعادت
zamets,زامٕژ
culturinderlation,کلچراینڈرلیشن
banenas,بننس
akhtaren,اخترن
doctormukhtalif,ڈاکٹرمختلف
nigarmyonispal,نگرمیونسپل
tajrub,تجربہٕ
sathiyat,سطحیت
honamagar,ہونامگر
parhamar,پرہمار
tachhe,تچھِ
paghlaya,پگھلایا
mazbuti,مضبوٗطی
uthanapadta,اٹھاناپڑتاہ
dangu,ڈنگو
keshnal,کیشنل
jotaa,جوتا
jaanvar,جانور
marodta,مروڑتا
fikri,فِکری
nidaar,ندار
zalbarmeen,زلبرمین
jaskamukhtaser,جسکامختصر
zabaani,زَبانہِ
sehee,صحی
zuruur,ضروٗر
shahrogam,شہروگام
adgotra,اڈگوترا
semey,سمے
vagere,وغیر
ekrishan,ایکرشن
khususiyath,خوٚصوٗصیَتھ
rantas,رانٹس
mapwa,مپوا
motaale,مُطالہٕ
hungama,ہنگاما
komanzurkirat,کومنظورکرت
hureyemets,ہُریامٕژ
maagar,ماگر
alzoor,الزور
majnis,مجنِس
demographics,ڈیموگرافکس
kyatem,کیاتم
karoporeshan,کاروپوریشن
kawastaghfar,کواستغفار
saebiyn,صٲبٕنۍ
alqalab,القلب
aamdaamadas,آمدآمدس
badhaya,بڑھایا
sahb,صحب
thahravne,ٹھہراونہٕ
bachawan,بچاوان
rafta,رفتا
rabeemar,ربیمار
defaulters,ڈفالٹرس
walhamd,والحمد
chakrewith,چھٔکرٲوِتھ
beruune,بیرونی
selaniyon,سیلانیوں
sadargardio,صدرگردیو
chhapyomut,چھپوومُت
meerko,میرکو
contractual,کنٹریکچول
warahat,وراحت
hosakta,ہوسکتا
nimaw,نِمو
shongith,شوٚنگِتھ
preznawun,پرٛزناوُن
zarpehal,زرپہل
aldin,الدین
baktah,بکتاہ
rumaal,رُمال
intizamiya,انتظامیہ
incounter,انکونٹر
halankih,حالانِکہ
teyn,تٔنۍ
wesilan,ؤسیٖلن
shandri,شاندری
shaaf,شاف
parliamentneez,پارلیمنٹنیز
banewmits,بنٲومٕژ
masmi,مسمی
karwun,کرَٕوُن
habaan,حبان
sarfaraza,سرفرازا
habaa,حبا
almatuniyat,المتونیت
behaane,بہانہ
solester,سولیسٹر
paintherz,پینتھرز
interwiw,اِنٹروِو
banihale,بانہالٕہ
travun,تراوُن
pravnek,پرٛاونٕکۍ
heyth,ہَیَتھ
akra,اکرا
apnakirdarnibhaya,اپناکردارنبھایا
abdulqader,عبدالقدیر
preznaevith,پرٛزنٲوِتھ
ler,لٲرۍ
binz,ہِنٛز
discores,ڈسکورس
eshkas,عشقس
cristijen,کرسٹجن
shaapan,شاپن
mozooas,موضوٗعس
hemogloban,ہیموگلوبن
eyn,این
mehfelan,محفِلَن
magryopi,مگریوپی
nooruk,نوٗرُک
weleth,ؤلِتھ
valmeek,والمیک
gulnaz,گلناز
federshan,فیڈرشن
haltas,حالتس
dedicated,ڈیڈیکیٹڈ
sagtaam,سگتام
bichabaal,بچابال
deyras,دٲیرس
marhali,مرحلہٕ
starm,سٹارم
neshiya,نیشیا
liakh,لیکھٕ
haqdaron,حقداروں
regesh,راگیش
bolnavun,بولناوُن
unifel,یونیفل
zabna,زبنا
gemit,گٔمٕتۍ
alistedad,الاستعداد
mujahidulaslam,مجاہدالاسلام
sombreni,سوٚمبرنہٕ
tihenz,تہنز
jatnamarzi,جتنامرضی
badawlate,بدولتہٕ
zameenuq,زمیٖنُک
mulkiyati,ملکیتی
balkhari,بلخاری
daraamadaati,درآمداتی
tshaaraan,ژھاران
sheikhopur,شیخوپور
nadh,ندھ
benzi,ہٕنزِ
kreke,کرٮ۪کہٕ
pannen,پَننٮ۪ن
tanzeeme,تنظیٖمہٕ
khobsurath,خوٗبصوٗرتھ
sombraavne,سوٚمبراونہِ
parpencheyti,پرپنچایتی
takerar,ٹکرار
pades,پدس
lenter,لینٹر
alnafas,النفس
oregan,اوریگن
mustanir,مستنیر
uthatah,اٹھاتاہ
gavaar,گوار
aroozi,عروضی
jabrostem,جبروستم
iltijakir,التجاکر
istedadsazi,استعدادسازی
thakral,ٹھکرال
emplantation,ایمپلانٹیشن
sifarova,سفارووا
qaayinatas,کایناتس
bakhtaweri,بختاوری
nasarnigaar,نثرنگار
teyth,تٔتھۍ
kyaze,کیٛازِ
tehrikat,تحریکات
roznas,روزنس
mutebik,مطٲبِق
bakhshow,بخشَو
thahrawne,ٹھہراونہٕ
choyas,چویس
popender,پوپندر
anduhnaak,اندوہناک
chamniyon,چمنیوں
althaar,التھار
bogata,بوگاتا
khof,خۄف
dakeh,دکہٕ
jehee,جہی
venit,ؤنِتھ
angorana,انگورانا
berneli,برنیلی
veznavan,وزناوان
tarafderi,طرفدٲری
shakut,شکوٹ
yenshinal,ینشنل
shardhalon,شردھالوں
chhenak,چھینک
lakhaan,لکھان
ruheni,روحٲنۍ
presht,پریشت
paethran,پٲتھرن
vedeofotage,ویڈیوفوٹیج
nafazkyagiya,نفاذکیاگیا
wonnas,ووٚننَس
wakeh,واقہٕ
parvagra,پرواگرا
thuran,تُھران
maaran,مارن
shahib,شاہب
rakhnaksi,رکھناکسی
kavalart,کوالرٹ
chandiyal,چنڈیال
alheel,الحیل
dinenath,دیناناتھ
lagtaa,لگتا
pooith,پوٗتھۍ
sadraam,سدرام
aalav,آلَو
schoole,سکوٗلہٕ
pepplezmoment,پیپلزمومنٹ
baaran,بارن
pampur,پامپور
wafiq,وافق
veir,وٲرۍ
asangpa,آسنگپا
kamzoorpat,کمزورپت
maderen,ماڈرن
yaara,یارا
balaayi,بلایہِ
nahibadla,نہیںبدلا
wazirchodhri,وزیرچودھری
naskhun,نسخون
mesihi,مسیحی
tiit,تیٖتۍ
vazrak,وزرک
taeluk,تٲلُق
hojum,ہجوٗم
metsrewith,مُژرٲوِتھ
wyethe,ویٚٹھ
mukhtalef,مُختلِف
mantesher,منتشر
mader,مدر
rachpaal,رچپال
rahmadil,رحمدل
memoral,میمورل
hechnavan,ہیٚچھناوان
lateras,لیٹرس
rozgarbanadiyah,روزگاربنادیاہ
nadpesh,ندپیش
badlanuk,بَدلنُک
khatuq,خانُک
kasmeh,قسمہٕ
parnoshaad,پرنوشاد
dilata,دلاتا
padcheka,پڑچکا
shaklavne,شکلاونہٕ
tereefe,تٲریٖفہٕ
jhagmaga,جھگمگا
paang,پانگ
yazman,یٔزمَن
prastanik,پرستانٕکۍ
sardarji,سردارجی
srinagargor,سرینگرگور
lafzeyk,لفظٕکۍ
faanuk,فانُک
nigehdasht,نگہداشت
gager,گگر
darussalam,دارالسلام
taway,تَوَے
harkashmeeri,ہرکشمیری
istelaahaath,اصطلاحاتھ
thonpa,تھونپا
venich,ونٕچ
sarzam,سرزم
sharafaton,شرافتوں
subvention,سبوینشن
hamdadardi,ہمددردی
rawane,روانہٕ
sekenderabad,سکندرآباد
aamarpaali,آمرپالی
dablyobrand,ڈبلیوبرانڈ
hamewar,ہموار
enkagement,انکیجمنٹ
gharmel,گھرمل
istifsari,استفساری
khuyr,کُھرۍ
istieruk,استعارُک
tekta,ٹیکتا
nadrav,ندرو
nazarjari,نظرجاری
kojaldemanzurkaran,کوجلدمنظورکرن
dawarnanhon,دوارنانہوں
jakrapan,جاکراپن
dastgeri,دستگری
rawaane,روانہٕ
kobaraamad,کوبرآمد
sawankha,سوانکھا
baharbarf,باہربرف
valeed,ولید
kawangland,کوانگلینڈ
pekaj,پیکج
vense,وٲنِسہٕ
pok,پوک
kahaas,کہاس
naamwar,ناموار
votlei,وۄتلے
shakhis,شخصۍ
chiyasath,چھیاسٹھ
hower,ہَوؤرۍ
komishkil,کومشکل
afzayi,افزٲیٔ
aryen,آرین
hemstering,ہیمسٹرنگ
vamharat,ومہارت
navanas,ناوانس
hisy,حِصَے
netendant,نٹنڈنٹ
wenas,وٲنٛس
darobehat,داروبہت
shakayat,شکایات
norzehar,نورزہر
qabele,قبیلہٕ
pehenchwaat,پہنچوات
adhamri,ادھمری
parzinavne,پَرزناونہٕ
suader,سوٚدر
tarken,تارکَن
avsaf,اوصاف
gagran,گگرَن
honashamil,ہوناشامل
gaadyen,گاڑیٚن
rameshan,رمیشن
interpretor,انٹرپریٹر
vunun,وُنُن
shoke,شوقہٕ
qaamat,قامت
feloship,فیلوشپ
khetreh,خٲطرِ
diplomaprograms,ڈپلوماپروگرامس
kahriyast,کہریاست
khashaak,خاشاک
langam,لنگم
adin,ادیٖن
joryen,جورٮ۪ن
tawaqiyat,تواقعات
juir,جوٗرۍ
shakarhog,شکارہوگ
johirtoldkyajas,جوہرتولدکیاجس
tashvis,تشویس
begravni,بٲگراونہٕ
chaldranas,چلدرنس
tadkaal,تڑکال
khuriyuk,کھُریُک
rangna,رنگنا
afsosna,افسوسنا
nephlaven,نپھلاَون
sajewith,سجٲوِتھ
edir,أدٕر
asmeyn,اسمٲنۍ
vaenji,وٲنِجہِ
jiyang,جیانگ
gorpriyat,گورپریت
hayaat,حیات
komolzam,کوملزم
nalser,نلسر
alambardarak,علمبردارک
kashris,کٲشرس
najdi,نجدی
advancement,ایڈوانسمنٹ
beitri,بیترِ
harsheher,ہرشہر
drayas,درٛایس
yemnaparkrishmali,یمناپارکرشمالی
mutadadpan,متعددپن
badmazhab,بدمذہب
manjako,منجاکو
chuwe,چِھوٕ
foqta,فوقتا
sarosiyas,سروسیس
pedeyish,پیدایش
condicat,کنڈیکٹ
toape,ٹۄپہٕ
vyethi,ویٚٹھۍ
makremi,مکرمی
razdah,رازدہ
honapadtatha,ہوناپڑتاتھا
ghulemi,غۄلٲمی
akhrish,آخرش
sapoliya,سپولیہ
hekeekee,حٔقیٖقی
dhadaak,دھڑاک
rehijas,رہیجس
pormandal,پورمنڈل
saersei,سٲرِسٕے
bemaar,بٮ۪مارِ
alalmiya,العالمیہ
dopelment,ڈوپلمنٹ
anharan,انہارن
vuhur,وُہُر
marsus,مرسوس
bayanuk,بیانُک
azaden,آزادٕنۍ
dafterek,دفترک
arupee,اَروٗپۍ
tameer,تعمیٖر
sakoolas,سکوٗلس
constraction,کنسٹریکشن
emeedar,امیدار
nakshas,نقشس
valapoliyas,والاپولیس
cardiorespiratory,کارڈیوریسپریٹری
chheyi,چھیٚہ
chosna,چوسنا
ene,ٲنہ
heyok,ہیوٚک
compounding,کمپاونڈنگ
secularaz,سیکولراز
partanter,پرتانتر
karnomber,کرنومبر
jumly,جُملے
kusri,کُرسی
chekes,چکس
plotas,پلاسِٹک
jaanwaran,جانورَن
saprane,سپنرٕ
sehan,سٕہن
shumal,شمال
trackef,ٹریکف
bilyaat,بلیات
ehelkarzkhmi,اہلکارزخمی
khase,کھَسہِ
rasgah,رسگاہ
haaltan,حالتن
qeyil,قٲیل
kaanh,کانہہ
ol,اول
barteriyat,برتریت
paawi,پٲوۍ
rakhtajo,رکھتاجو
dispenser,ڈسپنسر
muchhi,مُچھِ
gathbandhan,گٹھبندھن
kahabha,کہابھا
dramahas,ڈراماہس
laanch,لانچ
vaesil,وٲصل
gardugbar,گردوغبار
bastegi,بستگی
privarti,پرایورٹی
khaaf,خاف
sotantra,سوتنترا
lekhneyk,لیکھنٕکۍ
kamion,کمیون
mukhatibat,مخاطبات
anbah,انباہ
secretariyon,سیکریٹریوں
taeviz,تٲویٖز
pretsaan,پرٛژھان
vehmil,وحمل
balandakhlaq,بلنداخلاق
rafting,رافٹنگ
sohbath,صۄحبتھ
shakhsiyati,شخصیتی
parkyashikriya,پرکیاشکریہ
musafirkira,مسافرکرا
samnakarnapadtah,سامناکرناپڑتاہ
tihenz,تِہنزِ
bataad,بتاد
bodbari,بوٚڈبارٕ
dhoj,دھوج
richmand,رچمنڈ
solakhan,سولاکھان
apnapna,اپناپنا
andazkawapnat,اندازکواپنات
kesho,کیشو
demping,ڈمپنگ
dewarshadi,دیوارشادی
wombeldan,ومبلڈن
kyatvayevan,کیاتوایوان
yakhand,یکھنڈ
jhanjhodna,جھنجھوڑنا
sadarath,سدھارتھ
khaat,خات
nomudar,نوٚموٗدار
istimaar,استعمار
sadarbalunat,صدربلونت
kootis,کوٗٹِس
vannakh,وننکُھ
rajunder,راجوندر
teye,تِیَے
beon,بیوٚن
gandla,گنڈلا
vakla,وکلا
karaw,کارو
prosiyas,پروسیس
abdulaslam,عبدالاسلام
kanveshan,کنویشن
padhti,پڑھٖتی
soym,سوٚمۍ
nadgaan,ندگان
bakhrawa,بکھراوا
khotuune,خوتوٗنہِ
mohkekani,مُحققانہٕ
ikhraal,اخرال
banaliyaja,بنالیاجا
itraan,اتران
lasun,لَسُن
kormut,کوٚرُمُت
nicher,نچر
tanqeedkeshi,تنقیدکشی
manjment,منجمنٹ
ladakar,لڑاکر
yabedar,یابیدار
powergrade,پاورگریڈ
baaberi,بابری
pathaniya,پٹھانیا
pholpuri,پھولپوری
betha,بیٹھاہ
courantan,کورنٹن
sringrisoshal,سرینگرسوشل
pochtah,پوچھتاہ
bakarpoor,بکرپور
haqiqat,حقیقت
tsetjihan,ژتجہَن
nawanas,ناوانس
geywun,گٮ۪ون
varahon,وراہون
competitev,کمپیٹیٹو
nibhatah,نبھاتاہ
tradecopakistan,ٹریڈکوپاکستان
chuwe,چُھوٕ
mangwali,منگوالی
councileras,کونسلرس
vaselan,وسیلن
mazile,مٔنزلہٕ
papliya,پپلیا
muhavran,محاورن
afkaro,افکارو
chav,چَو
muqammal,مُکمل
sarkal,سرکل
tavaerikhes,توٲریٖخس
martab,مرتب
shadeedmukhalfat,شدیدمخالفت
wasnet,وسنت
naameh,نامہٕ
tshopi,ژھۄپہٕ
ashiqani,عاشقانہٕ
kamzorkarna,کمزورکرنا
avez,آویز
paychi,پایِچہٕ
khajar,کھجر
paktiya,پکتیا
oldjeneral,اولڈجنرل
wuniuktaam,وُنیکتام
acronsoft,ایکرونسافٹ
vakmaar,وکمار
gangya,گنگیا
kandhaar,کندھار
fonsing,فونسنگ
sabrehem,صبرہم
alehsaan,الاحسان
taarken,تارکَن
banoghada,بنوگھڑا
mistercagerivaal,مسٹرکیجریوال
abualdarda,ابوالدردا
bajey,بجے
begada,بگاڑا
kochad,کوچھڑ
asghar,اصغر
bonyen,بونٮ۪ن
komaliyat,کومالیات
sothur,سوٚتھُر
tserit,ژٲرت
amarmastehsan,امرمستحسن
sargarmiyon,سرگرمیوں
frecture,فریکچر
yeshio,یشیو
rozny,روزٕنۍ
almandi,المندی
reformer,ریفارمر
karsaat,کرسات
nakaalar,نکالر
tadriski,تدریٖسکِہ
munferdek,منفردک
kryekh,کرٛٮ۪کہٕ
lagadiya,لگادیا
zindegee,زندِگیہِ
iqliyaton,اقلیتوں
retard,ریٹارڈ
yenorsiti,ینورسٹی
tarshoor,ترشور
suterdhaares,سوٗتردھارس
rizakarjo,رضاکارجو
kahwet,کہوٕٹ
insaab,انساب
lakhtah,لکھتاہ
vaeyiz,وٲعظ
yeditar,یڈیٹر
wishwatma,وشواتما
isnaad,اسناد
banaavun,بناوُن
godnech,گۄڈنچ
offsheting,آفشیٹنگ
megafestol,میگافیسٹول
uyr,اوٗرۍ
goyake,گویاکہ
baajh,باجھ
vechit,وُچھِتھ
miras,میٖرس
kawabraham,کوابراہم
lafzech,لفظٕچ
transferpalyesi,ٹرانسفرپالیسی
bichasakti,بچاسکتی
sagnevmets,سگنٲومٕژ
kaayinatech,کایناتٕچ
mazmunas,مضموٗنَس
tehziyon,تہذیوں
dardmandan,دردمندان
lokten,لۄکٹٮ۪ن
majbuure,مجبوری
bregzet,بریگزیٹ
grahak,گراہک
gatsan,گژھن
afeene,آفیٖنہٕ
kelog,کیلوگ
salaehiyath,صلٲحیتھ
inspection,انسپیکشن
ralag,رلگ
mohtaaj,محتاج
kemra,کیمرا
petron,پیٹرون
erte,ٲرتہٕ
nashunuma,نشونما
hajwa,ہجوا
jhutlaya,جھٹلایا
namvar,ناموار
mangdh,منگدھ
tebeer,تٲبیٖر
