swaasthmay,સ્વાસ્થમય
turkstanno,તુર્કસ્તાનનો
ribne,રિબને
tapobhumithi,તપોભૂમિથી
regulationmathi,રેગ્યુલેશનમાંથી
madhupura,મધુપુરા
igstna,આઇજીએસટીના
theravavaama,ઠેરવવામાં
smaranono,સ્મરણોનો
trishurnaa,ત્રિશૂરના
pointers,પોઇન્ટર્સ
gairkaanuni,ગૈરકાનુની
pancharau,પંચરાઉ
vagerejgyaae,વગેરેજગ્યાએ
cracklo,ક્રેકલો
vishvamitranu,વિશ્વામિત્રનું
hampur,હામપુર
shaitaanni,શૈતાનની
bhutanand,ભૂતાનંદ
matrimon,મેટ્રીમોન
upbodhan,ઉપબોધન
shoplifting,શોપલિફ્ટીંગ
jayakorp,જયકોર્પ
bhavsinhji,ભાવસિંહજીએ
trademail,ટ્રેડમેલ
surveyare,સર્વેયરે
anuaayio,અનુઆયીઓ
fosebooke,ફોસબુકે
jassarni,જસ્સરની
flagpolnaa,ફ્લેગપોલના
hirabai,હિરાબાઈ
kishwarna,કિશ્વરના
telogen,ટેલોજન
anje,અંજે
unconventional,અનકન્વેન્શનલ
prakashchandni,પ્રકાશચંદની
rematologist,રિમેટોલોજીસ્ટ
ramnagari,રામનગરી
mhotu,મ્હોટું
jyotishiao,જ્યોતિષિઓ
linolenic,લિનોલિનિક
kankor,કાંકોર
aandmaanni,આંદમાનની
vithalgadh,વિઠલગઢ
sangrahaayo,સંગ્રહાયો
zinping,ઝીનપીંગ
jayaveeruni,જયવીરુની
bhundaathi,ભૂંડાથી
kavatarakhoro,કાવતરાખોરો
gildne,ગિલ્ડને
cherno,ચેરનો
avasthaantar,અવસ્થાંતર
flushnun,ફ્લશનું
areekani,અરીકાની
combosema,કોમ્બોઝમાં
chaukthi,ચૌકથી
dastoveji,દસ્તોવેજી
contessa,કોન્ટેસા
vyuni,વ્યુની
pathbhanjak,પથભંજક
camcordersnaa,કેમકોર્ડર્સના
nyayale,ન્યાયલે
baanpan,બાણપણ
wilde,વિલ્ડે
heradera,હેરાડેરા
wiketsnee,વિકેટ્સની
coininated,કોઇનિનેટેડ
rokonee,રોકોની
inputsne,ઈનપુટ્સને
ferretsno,ફેરેટ્સનો
jend,જેન્ડ
hethalthee,હેઠળથી
catheters,કેથેટર્સ
caldwellna,કેલ્ડવેલના
varaahe,વરાહે
kaarakirdee,કારકિર્દી
sculptures,સ્કલ્પચર્સ
dakosla,ડકોસ્લા
kanifnath,કાનિફનાથ
zadpasho,ઝડપાશો
rudrarajne,રુદ્રરાજને
pradhaantaa,પ્રધાનતા
melkadi,મેલકડી
sinchyaan,સિંચ્યાં
kayaathi,કયાથી
tavarihni,તવારીહની
harkatomaa,હરકતોમાં
taimure,તૈમુરે
fakraamaan,ફકરામાં
chhabardaono,છબરડાઓનો
brahmamuni,બ્રહ્મમુનિ
niqotro,નિકોટ્રો
diston,ડિસ્ટન
ellaae,એલ્લાએ
keele,કીલે
shirobinduni,શિરોબિંદુની
ekaaunch,એકાઉન્ચ
whitesney,વાઇટ્સની
krushikaryo,કૃષિકાર્યો
shirabhai,શીરાભાઈ
tidepools,ટાઈડપૂલ્સ
yantrasaahityamaa,યંત્રસાહિત્યમાં
dharmanandane,ધર્માનંદને
indizine,ઇન્ડિઝાઇન
vignanioe,વિજ્ઞાનીઓએ
ijnerine,ઇજનેરીને
refiniment,રિફાઇનિમેન્ટ
golfnagar,ગોલ્ફનગર
diethanolamine,ડાયથેનોલેમિન
nishaalomaanee,નિશાળોમાંની
vaanchiae,વાંચીએ
aagmal,આગમલ
sukhpurda,સુખપુરડા
shipingma,શિપિંગમાં
jamaarat,જમારત
audometerni,ઓડોમીટરની
terminalo,ટર્મિનલો
narshnee,નર્ષની
varchaano,વર્ચાનો
kaamangaaru,કામણગારું
leptopne,લેપટોપને
kumbharvadaa,કુંભારવાડા
sangitni,સંગીતની
messiah,મસીહે
bastimaa,બસ્તીમાં
vanshavrudhdhi,વંશવૃદ્ધિ
chukavvamathi,ચૂકવવામાંથી
shamshe,શમશે
dealel,ડીલલ
jesingpur,જેસિંગપુર
statable,સ્ટેટેબલ
haldanithi,હલ્દાનીથી
diuretics,ડાઇયુરેટિક્સ
leeviee,લેવી
rotaleeo,રોટલીઓ
yujni,યુજની
pigletnu,પિગલેટનું
satyadhruti,સત્યધૃતિ
chemiotherapy,કેમિયોથેરાપી
hutty,હટી
purifiers,પ્યુરીફાયર્સ
swamishrino,સ્વામીશ્રીનો
shabdmatra,શબ્દમાત્ર
manavava,મનાવવા
samaavaaya,સમાવાયા
spies,સ્પાઇસ
padmavibhusan,પદ્મવિભૂષણ
indiyanni,ઇન્ડિયનની
fryals,ફ્રાયલ્સ
linkoin,લિંકોઈન
pipalinaa,પીપળીના
derapremione,ડેરાપ્રેમીઓને
jyotishini,જ્યોતિષિની
darshanganesh,દર્શનગણેશ
dileeno,દિલીનો
samaydhara,સમયધારા
deplane,ડીપ્લેન
gulaayaa,ગુલાયા
bhustarvibhagna,ભૂસ્તરવિભાગના
soparkar,સોપારકર
borisnun,બોરિસનું
strainers,સ્ટ્રેનર્સ
manekbai,માણેકબાઈ
shinberg,શિનબર્ગ
kedarnathdham,કેદારનાથધામ
nirdeshank,નિર્દેશાંક
margdarshikaona,માર્ગદર્શિકાઓનાં
yuvanimathi,યુવાનીમાંથી
hurriculase,હરિક્યુલેસ
justige,જસ્ટિજ
paigam,પૈગામ
vristbands,વ્રિસ્ટબેન્ડ્સ
mpiyan,મ્પિયન
sleemer,સ્લીમર
tolerances,ટોલરન્સિસ
ambumani,અંબુમણી
kitajatoae,કિતાજાતોએ
diamegiyone,ડાયમેગિયોને
bishophite,બિશોફાઇટ
broadbays,બ્રોડબેઝ
phuc,ફૂક
praatheeae,પ્રાર્થીએ
kumbli,કુમ્બલી
billin,બિલીન
devmurtina,દેવમૂર્તિના
swaadhintaano,સ્વાધીનતાનો
hangzhou,હાંગઝૂ
trikema,ટ્રાઇકમાં
oriomycin,ઓરિયોમાઈસીન
jaop,જાઓપ
ramkadu,રમકડું
groinnaa,ગ્રોઈનના
vasoolati,વસૂલતી
yuvasyat,યુવાસ્યાત
boffs,બૉફ્સ
mahevishe,મહેવિશે
kaaranchitt,કારણચિત્ત
pokkali,પોક્કાલી
pratyavartan,પ્રત્યાવર્તન
aatmavshvas,આત્મવશ્વાસ
gharasabhyana,ઘરાસભ્યના
hydrogel,હાઈડ્રોજેલ
vachhparima,વાછપરીમાં
inglishni,ઇંગ્લીશની
gnyanina,જ્ઞાનીના
haathiyo,હાથિયો
harsimratkaure,હરસિમરતકૌરે
prajnes,પ્રજ્નેસ
seriously,સીરીયસલી
chicharo,છીછરો
ggr,જીજીઆર
kodeeyavadani,કોડિયાવાડાની
titwala,ટિટવાલા
connotation,કનોટેશન
kodaaynaa,કોડાયના
sajivan,સજીવન
swaadrupe,સ્વાદરૂપે
ghaighai,ઘાઈઘાઈ
bankbajardotakom,બેંકબાજારડોટકોમ
bramhastra,બ્રહ્માસ્ત્ર
trikmakakani,ત્રિકમકાકાની
prepapped,પ્રીપેપ્ડ
morifolium,મોરિફોલિયમ
sakonch,સકોંચ
khanchai,ખંચાઈ
taanvaathi,તાણવાથી
rampar,રામપર
aankedar,આંકેદાર
panchanand,પંચાનંદ
karadai,કરડાઇ
fictionmathi,ફિકશનમાંથી
jasveer,જસવીર
itfma,આઈટીએફમાં
mandolin,મેન્ડોલિન
rangatva,રંગત્વ
lingamet,લિંગામેટ
gurutvaakarshanano,ગુરુત્વાકર્ષણનો
vaghani,વાઘાણી
gujarne,ગુજરને
nootebuks,નોટબુક્સ
asdsa,એએસડીએસએ
donnand,ડોનાન્ડ
gokturknaa,ગોકતુર્કના
narendrabaapunaa,નરેન્દ્રબાપુના
nashabandheene,નશાબંધીને
jayasundara,જયસુંદર
trimasikgalani,ત્રિમાસિકગાળાની
tamta,ટમટા
loksamoohne,લોકસમૂહને
nhpd,એનએચપીડી
lamhatta,લામહટ્ટા
mansangbha,માનસંગભા
haatuma,હાતુમાં
maladebhaina,માલદેભાઈના
pethaanaa,પેઠાના
praasnaa,પ્રાસના
deshalpur,દેશલપુર
veronicano,વેરોનિકાનો
makaabaapu,મકાબાપુ
tamaliana,ટમાલિયાના
mandvalna,માંડવાળના
rodasar,રોડાસર
ganitato,ગણિતતો
gongdong,ગોંગડોંગ
bhallalni,ભલ્લાલની
aagahima,આગહીમાં
tofanomathi,તોફાનોમાંથી
shamvama,શમવામાં
ladizroomnee,લેડીઝરૂમની
sarapanchana,સરપંચના
medardani,મેદરડાની
indriyagamya,ઇન્દ્રિયગમ્ય
prasannataati,પ્રસન્નતાતી
vyabhichaarthi,વ્યભિચારથી
ivani,ઇવાની
bhesrol,ભેસરોલ
gigaano,ગીગાનો
buildy,બિલ્ડી
kambali,કાંબલી
paglaanu,પગલાનું
bitaknekatmaa,બિટકનેકટમાં
investmaa,ઈન્વેસ્ટમાં
juaalne,જુઆલને
sutrodhaarone,સુત્રોધારોને
narayanguda,નારાયણગુડા
taalukaaomaathi,તાલુકાઓમાંથી
amritaano,અમ્રિતાનો
nivaaranmaa,નિવારણમાં
cameramathi,કેમેરામાંથી
bentwood,બેન્ટવુડ
shorooms,શોરૂમ્સ
davaavaalu,દવાવાળું
veerodhna,વિરોધના
bapina,બાપીના
dardiaane,દર્દીઆને
pornsite,પોર્નસાઇટ
katkaine,કટકાઇને
buddhanand,બુદ્ધનંદ
multiprotein,મલ્ટીપ્રોટીન
taaryaa,તાર્યાં
pinhiroae,પિનહીરોએ
prathmiksuvidhana,પ્રાથમિકસુવિધાના
openernaa,ઓપનરના
atodariyaanaa,અટોદરિયાના
partnerana,પાર્ટનરાના
dikshitthi,દીક્ષિતથી
kanudiben,કનુડીબેન
safdarno,સફદરનો
sopmaan,સોંપમાં
svayamvarmathi,સ્વયંવરમાંથી
nbcsn,એનબીસીએસએન
stotranu,સ્તોત્રનું
deempalni,ડિંપલની
utaahmaa,ઉતાહમાં
irsadbhai,ઇરસાદભાઇ
dakkhanna,દખ્ખણના
configurations,કન્ફિગરેશંસ
nazarandaj,નઝરઅંદાજ
avtarvo,અવતારવો
kolambiyano,કોલમ્બિયનો
sharamadni,શરમદની
drishtiye,દૃષ્ટીએ
dhanalima,ધનાલીમાં
machchaani,મચ્ચાની
abramson,અબ્રામસન
ashtakmalni,અષ્ટકમળની
citron,સાઇટ્રોન
varahmihir,વરાહમિહીર
sagvadima,સાગવાડીમાં
utaraave,ઉતરાવે
ockwood,ઓકવૂડ
passkeeper,પાસકીપર
kailaskumarnu,કૈલાસકુમારનું
badrinathdham,બદરીનાથધામ
cleathorps,ક્લીથૉર્પ્સ
impoted,ઈમ્પોટેડ
bachashey,બચશે
sidebarthi,સાઇડબારથી
bhobhatekara,ભોભાટેકરા
khemaramni,ખેમારામની
kanevaalnee,કનેવાલની
induction,ઇંડક્શન
hoodka,હુડકા
kharchpriya,ખર્ચપ્રિયા
latform,લેટફોર્મમાં
sylkwaite,સિલ્કવેટ
farmavnar,ફરમાવનાર
pilgaonkare,પિલગાંવકરે
prafullatathi,પ્રફુલ્લતાથી
ediechadeema,એડીએચડીમાં
junaamaa,જૂનામાં
chandreshwar,ચંદ્રેશ્વર
sangamsthalma,સંગમસ્થળમાં
chraminologist,ક્રેમિનોલોજિસ્ટ
buffordnee,બફોર્ડની
radient,રેડિયેન્ટ
shvasato,શ્વાસતો
manullet,મનોનિત
archivists,આર્કાઇવિસ્ટ્સ
polisjavanno,પોલીસજવાનનો
khareedona,ખરીદોના
deenar,દીનાર
thomi,થોમી
wartberg,વાર્ટબર્ગ
mahatvakankshani,મહત્વાકાંક્ષાની
kaluve,કાલુવે
maansnu,માણસનું
tallaakno,તલ્લાકનો
dantkathaaonaa,દંતકથાઓનાં
aamaaru,આમારુ
hemangbhai,હેમંગભાઈ
kesurma,કેસુરમાં
chikitsakthi,ચિકિત્સકથી
baandhyu,બાંધ્યું
fastfoodne,ફાસ્ટફૂડને
punrodhdhaar,પુનરોધ્ધાર
subsidiaryni,સબસિડિયરીની
pallabhaio,પલ્લભાઈઓ
jagatsinhji,જગતસિંહજી
