maaraataddu,ಮಾರಾಟದ್ದು
droupatige,ದ್ರೌಪತಿಗೆ
tyagasutravanna,ತ್ಯಾಗಸೂತ್ರವನ್ನ
choligalannu,ಚೋಲಿಗಳನ್ನು
poojisuttide,ಪೂಜಿಸುತ್ತಿದೆ
multitaskingagi,ಮಲ್ಟಿಟಾಸ್ಕಿಂಗ್ಗಾಗಿ
baavai,ಬಾವೈ
elsidigalu,ಎಲ್ಸಿಡಿಗಳು
satyavagade,ಸತ್ಯವಾಗದೆ
samadi,ಸಮಾದಿ
thirthayaathreya,ತೀರ್ಥಯಾತ್ರೆಯ
soundaryavardhakavaagide,ಸೌಂದರ್ಯವರ್ಧಕವಾಗಿದೆ
kechchalinante,ಕೆಚ್ಚಲಿನಂತೆ
gouravisikolluttene,ಗೌರವಿಸಿಕೊಳ್ಳುತ್ತೇನೆ
gabarigolluttare,ಗಾಬರಿಗೊಳ್ಳುತ್ತಾರೆ
ratriyandu,ರಾತ್ರಿಯಂದು
anaichchikateyannu,ಅನೈಚ್ಛಿಕತೆಯನ್ನು
bidalebekagide,ಬಿಡಲೇಬೇಕಾಗಿದೆ
giamsa,ಗಿಯಾಂಸಾ
oppikondamrante,ಒಪ್ಪಿಕೊಂಡಂರಂತೆ
samoohada,ಸಮೂಹದ
copperfield,ಕಾಪರ್ಫೀಲ್ಡ್
dudabekaguttade,ದೂಡಬೇಕಾಗುತ್ತದೆ
arthadalliralilla,ಅರ್ಥದಲ್ಲಿರಲಿಲ್ಲ
asheeta,ಅಶೀತ
sadasyaragi,ಸದಸ್ಯರಾಗಿ
hoballi,ಹೋಬಳ್ಳಿ
nimmantavrannellaa,ನಿಮ್ಮಂತವ್ರನ್ನೆಲ್ಲಾ
midiyaloo,ಮಿಡಿಯಲೂ
serisalaaguttade,ಸೇರಿಸಲಾಗುತ್ತದೆ
hejjeyaadudu,ಹೆಜ್ಜೆಯಾದುದು
suspashtavagittu,ಸುಸ್ಪಷ್ಟವಾಗಿತ್ತು
terinda,ತೇರಿಂದ
balasikondiruvude,ಬಳಸಿಕೊಂಡಿರುವುದೇ
yuvatiyarondigoo,ಯುವತಿಯರೊಂದಿಗೂ
iddarembudannu,ಇದ್ದರೆಂಬುದನ್ನು
nebuchadnezzara,ನೆಬುಚಾಡ್ನೆಜ್ಜರ
katteyadu,ಕತ್ತೆಯದು
shivarjuna,ಶಿವರ್ಜುನ
alavadasalu,ಅಳವಡಸಲು
koppagalalli,ಕೊಪ್ಪಗಳಲ್ಲಿ
pavarhousgalaagi,ಪವರ್ಹೌಸ್ಗಳಾಗಿ
angasamsthegaagi,ಅಂಗಸಂಸ್ಥೆಗಾಗಿ
ilisunte,ಇಳಿಸುಂತೆ
sanchayanavagale,ಸಂಚಯನವಾಗಲೇ
bharavaseyittiddaru,ಭರವಸೆಯಿತ್ತಿದ್ದರು
complians,ಕಂಪ್ಲೈಯನ್ಸ್
aakramisikondirabeku,ಆಕ್ರಮಿಸಿಕೊಂಡಿರಬೇಕು
leghorn,ಲೆಗ್ಹಾರ್ನ್
militwa,ಮಿಲಿತ್ವಾ
utkrisht,ಉತ್ಕೃಷ್ಟ್
kaigesigadante,ಕೈಗೆಸಿಗದಂತೆ
amaruka,ಅಮರುಕ
srilila,ಶ್ರೀಲಿಲಾ
mukaraagiruttaare,ಮೂಕರಾಗಿರುತ್ತಾರೆ
sahakantiya,ಸಹಕಾಂತೀಯ
ulidudede,ಉಳಿದುದೆಡೆ
teluginantaha,ತೆಲುಗಿನಂತಹ
loretto,ಲೋರೆಟ್ಟೊ
sikkaraadaroo,ಸಿಕ್ಕರಾದರೂ
tumbuttaale,ತುಂಬುತ್ತಾಳೆ
hapido,ಹ್ಯಾಪಿಡೊ
erachuva,ಎರಚುವ
shinola,ಶಿನೋಲಾ
draven,ಡ್ರವೆನ್
vamshavrukshavannoo,ವಂಶವೃಕ್ಷವನ್ನೂ
kanalitu,ಕನಲಿತು
sambandhapaduvante,ಸಂಬಂಧಪಡುವಂತೆ
tuttul,ಟುಟ್ಟುಲ್
sankalanakaaranaada,ಸಂಕಲನಕಾರನಾದ
vikramo,ವಿಕ್ರಮೋ
yeyannu,ಯೆಯನ್ನು
prakatisalaayithu,ಪ್ರಕಟಿಸಲಾಯಿತು
minchuhuluvinante,ಮಿಂಚುಹುಳುವಿನಂತೆ
terekaanisuvudakke,ತೆರೆಕಾಣಿಸುವುದಕ್ಕೆ
sneehitaroodane,ಸ್ನೇಹಿತರೋಡನೆ
rohta,ರೋಹ್ತಾ
ellaredeyalloo,ಎಲ್ಲರೆದೆಯಲ್ಲೂ
aarambisittu,ಆರಂಬಿಸಿತ್ತು
gellisisabeku,ಗೆಲ್ಲಿಸಿಸಬೇಕು
malligewada,ಮಲ್ಲಿಗೆವಾಡ
abhanayisida,ಅಭನಯಿಸಿದ
mundagabekembudu,ಮುಂದಾಗಬೇಕೆಂಬುದು
asmium,ಆಸ್ಮಿಯಂ
ditteyante,ದಿಟ್ಟೆಯಂತೆ
sutakavaguva,ಸೂತಕವಾಗುವ
kettadaagiralide,ಕೆಟ್ಟದಾಗಿರಲಿದೆ
edehokku,ಎದೆಹೊಕ್ಕು
patellopheral,ಪ್ಯಾಟೆಲ್ಲೊಫೆರಲ್
vichitraveeryaru,ವಿಚಿತ್ರವೀರ್ಯರು
paapigaloo,ಪಾಪಿಗಳೂ
ottabhiprayakke,ಒಟ್ಟಾಭಿಪ್ರಾಯಕ್ಕೆ
bhitiyagalu,ಭೀತಿಯಾಗಲು
nondayisaliddare,ನೋಂದಾಯಿಸಲಿದ್ದಾರೆ
nashakkagiye,ನಾಶಕ್ಕಾಗಿಯೇ
kampenegala,ಕಂಪೆನೆಗಳ
puen,ಪ್ಯೂಯೆನ್
janategagiyo,ಜನತೆಗಾಗಿಯೋ
sarovaradatta,ಸರೋವರದತ್ತ
avugale,ಅವುಗಳೆ
andikondiddaare,ಅಂದಿಕೊಂಡಿದ್ದಾರೆ
paraamarshigollabeku,ಪರಾಮರ್ಶಿಗೊಳ್ಳಬೇಕು
kungare,ಕುಂಗಾರೆ
kayakavende,ಕಾಯಕವೆಂದೇ
jotegiddu,ಜೋತೆಗಿದ್ದು
matugalallade,ಮಾತುಗಳಲ್ಲದೆ
aalisiruvudu,ಆಲಿಸಿರುವುದು
sanketisuttideye,ಸಂಕೇತಿಸುತ್ತಿದೆಯೇ
enfr,ಎನ್ಎಫ್ಆರ್
bayalugolisidaaga,ಬಯಲುಗೊಳಿಸಿದಾಗ
ramalingaareddiyavara,ರಾಮಲಿಂಗಾರೆಡ್ಡಿಯವರ
sihitanadinda,ಸಿಹಿತನದಿಂದ
ladyroudi,ಲೇಡಿರೌಡಿ
saralavaadudannu,ಸರಳವಾದುದನ್ನು
entoines,ಎಂಟೋನ್ಸ್
panditanagabeku,ಪಂಡಿತನಾಗಬೇಕು
nagaroopa,ನಾಗರೂಪ
hudugarilla,ಹುಡುಗರಿಲ್ಲ
doreyagiddavanu,ದೊರೆಯಾಗಿದ್ದವನು
shankitarigoo,ಶಂಕಿತರಿಗೂ
odihogibitta,ಓಡಿಹೋಗಿಬಿಟ್ಟ
manasthitigintaloo,ಮನಸ್ಥಿತಿಗಿಂತಲೂ
bhatnanagar,ಭಟ್ನನಗರ
bevarilistu,ಬೆವರಿಳಿಸ್ತು
aadityachandraavanilaanala,ಆದಿತ್ಯಚಂದ್ರಾವನಿಲಾನಲ
russet,ರಸ್ಸೆಟ್
sulabhavaagiyantu,ಸುಲಭವಾಗಿಯಂತು
avanallinda,ಅವನಲ್ಲಿಂದ
hannondaneyava,ಹನ್ನೊಂದನೆಯವ
yamita,ಯಮಿತ
jumari,ಜುಮರಿ
maguvini,ಮಗುವಿನಿ
gaayagalaadaru,ಗಾಯಗಳಾದರು
shyamalagopalareddy,ಶ್ಯಾಮಲಗೋಪಾಲರೆಡ್ಡಿ
sukshmadarshakiya,ಸೂಕ್ಷ್ಮದರ್ಶಕೀಯ
prabhavadindagiyo,ಪ್ರಭಾವದಿಂದಾಗಿಯೋ
sambhaalisuve,ಸಂಭಾಳಿಸುವೆ
bitstreams,ಬಿಟ್ಸ್ಟ್ರೀಮ್ಸ್
asafia,ಆಸಾಫಿಯಾ
aishvaryamastu,ಐಶ್ವರ್ಯಮಸ್ತು
tigrey,ಟೈಗ್ರೆ
flooping,ಫ್ಲೋಪಿಂಗ್
sammukhadallina,ಸಮ್ಮುಖದಲ್ಲಿನ
koneyusireledanu,ಕೊನೆಯುಸಿರೆಳೆದನು
pranabhayavilla,ಪ್ರಾಣಭಯವಿಲ್ಲ
devita,ದೇವಿತಾ
biruttiddeve,ಬೀರುತ್ತಿದ್ದೇವೆ
holagaddegalanne,ಹೊಲಗದ್ದೆಗಳನ್ನೇ
tuchchabhaasheyalli,ತುಚ್ಛಭಾಷೆಯಲ್ಲಿ
vidheyatvavannu,ವಿಧೇಯತ್ವವನ್ನು
tailagalindaloo,ತೈಲಗಳಿಂದಲೂ
vingadisikollona,ವಿಂಗಡಿಸಿಕೊಳ್ಳೋಣ
taarahaarada,ತಾರಹಾರದ
manyateyadiyalli,ಮಾನ್ಯತೆಯಡಿಯಲ್ಲಿ
grosso,ಗ್ರೋಸ್ಸೊ
muktigalige,ಮುಕ್ತಿಗಳಿಗೆ
madiyagali,ಮಾಡಿಯಾಗಲಿ
physiology,ಫಿಸಿಯಾಲಜಿ
ayojisuttiddavara,ಆಯೋಜಿಸುತ್ತಿದ್ದವರ
patrikaavaradigalu,ಪತ್ರಿಕಾವರದಿಗಳು
gudagudisi,ಗುಡಗುಡಿಸಿ
bhogavyatake,ಭೋಗವ್ಯಾತಕೆ
yettharadalli,ಎತ್ತರದಲ್ಲಿ
jaanuvaarondannu,ಜಾನುವಾರೊಂದನ್ನು
hondiddanennalaagide,ಹೊಂದಿದ್ದನೆನ್ನಲಾಗಿದೆ
badaliyagirabaradu,ಬದಲಿಯಾಗಿರಬಾರದು
pariyutiha,ಪರಿಯುತಿಹ
svaroopaheenavaaguvudu,ಸ್ವರೂಪಹೀನವಾಗುವುದು
helatenanta,ಹೇಳತೇನಂತ
alugaadisuvantide,ಅಲುಗಾಡಿಸುವಂತಿದೆ
piligeyinda,ಪೀಳಿಗೆಯಿಂದ
antechinus,ಆಂಟೆಚಿನಸ್
ramghatta,ರಾಮಘಟ್ಟ
ekashile,ಏಕಶಿಲೆ
haalutpaadane,ಹಾಲುತ್ಪಾದನೆ
munchachidare,ಮುಂಚಾಚಿದರೆ
simhaswapna,ಸಿಂಹಸ್ವಪ್ನ
dhanawannu,ಧನವನ್ನು
kurudanannu,ಕುರುಡನನ್ನು
fenghe,ಫೆನ್ಘೆ
kattadirali,ಕಟ್ಟದಿರಲಿ
antarjalaputa,ಅಂತರ್ಜಾಲಪುಟ
environmental,ಎನ್ವೈರಾನ್ಮೆಂಟಲ್
divaanavara,ದಿವಾನವರ
mettilugalinda,ಮೆಟ್ಟಿಲುಗಳಿಂದ
bhasmavaagiddaane,ಭಸ್ಮವಾಗಿದ್ದಾನೆ
siteyindagiruva,ಸೀತೆಯಿಂದಾಗಿರುವ
kadano,ಕದನೋ
shikshegolagaagada,ಶಿಕ್ಷೆಗೊಳಗಾಗದ
prayoogavu,ಪ್ರಯೋಗವು
barmadavanu,ಬರ್ಮಾದವನು
panjitturuguttu,ಪಂಜಿತ್ತೂರುಗುತ್ತು
annisaloo,ಅನ್ನಿಸಲೂ
kaaryacharanegilidu,ಕಾರ್ಯಚರಣೆಗಿಳಿದು
maruvingadaneyindaagi,ಮರುವಿಂಗಡಣೆಯಿಂದಾಗಿ
nemakagolluva,ನೇಮಕಗೊಳ್ಳುವ
kameetivatiyinda,ಕಮೀಟಿವತಿಯಿಂದ
tingalakala,ತಿಂಗಳಕಲಾ
chigurabaradu,ಚಿಗುರಬಾರದು
momoge,ಮೊಮೊಗೆ
maadisuvavarigaagi,ಮಾಡಿಸುವವರಿಗಾಗಿ
tinduhaakide,ತಿಂದುಹಾಕಿದೆ
roopisuvudaralli,ರೂಪಿಸುವುದರಲ್ಲಿ
endodadu,ಎಂದೊಡದು
alankarisuvantide,ಅಲಂಕರಿಸುವಂತಿದೆ
advaniyante,ಅಡ್ವಾಣಿಯಂತೆ
badidaaduvanta,ಬಡಿದಾಡುವಂತ
sanitor,ಸ್ಯಾನಿಟರ್
shreshthasaadhanege,ಶ್ರೇಷ್ಠಸಾಧನೆಗೆ
meediyamminalli,ಮೀಡಿಯಮ್ಮಿನಲ್ಲಿ
toleyuttidde,ತೊಳೆಯುತ್ತಿದ್ದೆ
aaropiruva,ಆರೋಪಿರುವ
munnadeyagada,ಮುನ್ನಡೆಯಾಗದ
odimugisidaaga,ಓದಿಮುಗಿಸಿದಾಗ
upadhyakshyaru,ಉಪಾಧ್ಯಕ್ಷ್ಯರು
chalukyaralli,ಚಾಲುಕ್ಯರಲ್ಲಿ
vismayakkinta,ವಿಸ್ಮಯಕ್ಕಿಂತ
jarsitottu,ಜರ್ಸಿತೊಟ್ಟು
prachinatara,ಪ್ರಾಚೀನತರ
lavanigale,ಲಾವಣಿಗಳೇ
samudravyaaptiya,ಸಮುದ್ರವ್ಯಾಪ್ತಿಯ
jalaadhivaasavaagiru,ಜಲಾಧಿವಾಸವಾಗಿರು
alampuradavaregoo,ಅಲಂಪುರದವರೆಗೂ
aashaadaayakavaagiye,ಆಶಾದಾಯಕವಾಗಿಯೇ
karunodaya,ಕರುಣೋದಯ
hontoda,ಹೊಂಟೋದ
manchaveralu,ಮಂಚವೇರಲು
tiketina,ಟಿಕೆಟಿನ
naduguttidiruttade,ನಡುಗುತ್ತಿದಿರುತ್ತದೆ
taranagi,ತರನಾಗಿ
brahmashiva,ಬ್ರಹ್ಮಶಿವ
odenu,ಓದೇನು
svarnagalannu,ಸ್ವರ್ಣಗಳನ್ನು
guruvarana,ಗುರುವರನ
gandanallade,ಗಂಡನಲ್ಲದೇ
sakriyagolisalaagideye,ಸಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆಯೇ
balapadisalaaguttiddu,ಬಲಪಡಿಸಲಾಗುತ್ತಿದ್ದು
mokshabhoomiyu,ಮೋಕ್ಷಭೂಮಿಯು
hiriyannanendu,ಹಿರಿಯಣ್ಣನೆಂದು
kapitvavannu,ಕಪಿತ್ವವನ್ನು
inukiruva,ಇಣುಕಿರುವ
nemakagollaliddaare,ನೇಮಕಗೊಳ್ಳಲಿದ್ದಾರೆ
pravadisidaru,ಪ್ರವಾದಿಸಿದರು
jivisuve,ಜೀವಿಸುವೆ
bhavyanappudarim,ಭವ್ಯನಪ್ಪುದರಿಂ
kayuttiruvu,ಕಾಯುತ್ತಿರುವು
daavudi,ದಾವುದಿ
malugalalli,ಮಾಲುಗಳಲ್ಲಿ
eebhooti,ಈಭೂತಿ
sunsheds,ಸನ್ಶೇಡ್ಸ್
baralade,ಬರಲದೆ
chigurodeyabeku,ಚಿಗುರೊಡೆಯಬೇಕು
sakunayiyanne,ಸಾಕುನಾಯಿಯನ್ನೇ
varnasamaamnaayavannu,ವರ್ಣಸಮಾಮ್ನಾಯವನ್ನು
kashyaparige,ಕಶ್ಯಪರಿಗೆ
agatyaviralikkilla,ಅಗತ್ಯವಿರಲಿಕ್ಕಿಲ್ಲ
taggisiruvudu,ತಗ್ಗಿಸಿರುವುದು
betsgagi,ಬೆಟ್ಸ್ಗಾಗಿ
bhinnakomi,ಭಿನ್ನಕೋಮಿ
mudremaneyinda,ಮುದ್ರೆಮನೆಯಿಂದ
kavitegalive,ಕವಿತೆಗಳಿವೆ
ghoravagiruvudarinda,ಘೋರವಾಗಿರುವುದರಿಂದ
tottidlu,ತೊಟ್ಟಿದ್ಲು
suttuga,ಸುಟ್ಟುಗ
vyaktagollutta,ವ್ಯಕ್ತಗೊಳ್ಳುತ್ತ
prajvalisuvudaro,ಪ್ರಜ್ವಲಿಸುವುದರೊ
hindegeyade,ಹಿಂದೆಗೆಯದೆ
bhikaravaguttade,ಭೀಕರವಾಗುತ್ತದೆ
bantsahastelnalli,ಬಂಟ್ಸಹಾಸ್ಟೆಲ್ನಲ್ಲಿ
aaginadakkinta,ಆಗಿನದಕ್ಕಿಂತ
billwaves,ಬಿಲ್ವೆವ್ಸ್
pritisitu,ಪ್ರೀತಿಸಿತು
beelisikondiddaagi,ಬೀಳಿಸಿಕೊಂಡಿದ್ದಾಗಿ
heliddaanaadaroo,ಹೇಳಿದ್ದಾನಾದರೂ
nillisalaagada,ನಿಲ್ಲಿಸಲಾಗದ
gulvadiyavara,ಗುಲ್ವಾಡಿಯವರ
himbaalisitu,ಹಿಂಬಾಲಿಸಿತು
eeshopanishattu,ಈಶೋಪನಿಷತ್ತು
bidisikondiddene,ಬಿಡಿಸಿಕೊಂಡಿದ್ದೇನೆ
kuttanadu,ಕುಟ್ಟನಾಡು
bagilili,ಬಾಗಿಲಿಲಿ
bekaadanga,ಬೇಕಾದಂಗ
basavarajahoratti,ಬಸವರಾಜಹೊರಟ್ಟಿ
ugadaare,ಉಗದಾರೆ
avaligidda,ಅವಳಿಗಿದ್ದ
prakaaradendu,ಪ್ರಕಾರದೆಂದು
sthaanavahisidda,ಸ್ಥಾನವಹಿಸಿದ್ದ
samsadarugalalli,ಸಂಸದರುಗಳಲ್ಲಿ
blaise,ಬ್ಲೇಸೆ
rajakaranava,ರಾಜಕಾರಣವ
chaalanegolisalaagiddu,ಚಾಲನೆಗೊಳಿಸಲಾಗಿದ್ದು
hampiyu,ಹಂಪಿಯು
ktaru,ಕ್ತರು
horachaachuvante,ಹೊರಚಾಚುವಂತೆ
uuridare,ಊರಿದರೆ
ravanisuve,ರವಾನಿಸುವೆ
naravijnaanadondige,ನರವಿಜ್ಞಾನದೊಂದಿಗೆ
manushyanaagiddarinda,ಮನುಷ್ಯನಾಗಿದ್ದರಿಂದ
darava,ದರವ
toreyalaagade,ತೊರೆಯಲಾಗದೆ
kaichachada,ಕೈಚಾಚದ
hindinante,ಹಿಂದಿನಂತೆ
hagalalloo,ಹಗಲಲ್ಲೂ
vaarasudaarike,ವಾರಸುದಾರಿಕೆ
khaategalaagiruvudarinda,ಖಾತೆಗಳಾಗಿರುವುದರಿಂದ
aranyabhaagada,ಅರಣ್ಯಭಾಗದ
ignaanakke,ಇಜ್ಞಾನಕ್ಕೆ
glukhar,ಗ್ಲುಖರ್
gnanavanna,ಜ್ಞಾನವನ್ನ
maragidalu,ಮರಗಿದಳು
eregoudanahalli,ಎರೇಗೌಡನಹಳ್ಳಿ
jainacharyaru,ಜೈನಾಚಾರ್ಯರು
kelavirabahudu,ಕೆಲವಿರಬಹುದು
assurance,ಅಷ್ಯೂರೆನ್ಸ್
pandyavagittu,ಪಂದ್ಯವಾಗಿತ್ತು
maaraatavaagiruva,ಮಾರಾಟವಾಗಿರುವ
deenabandhu,ದೀನಬಂಧು
novaguttirabeku,ನೋವಾಗುತ್ತಿರಬೇಕು
nagarajeevanadatta,ನಗರಜೀವನದತ್ತ
lakshminarayanappa,ಲಕ್ಷ್ಮೀನಾರಾಯಣಪ್ಪ
vruddhipatra,ವೃದ್ಧಿಪತ್ರ
nidreyindeddu,ನಿದ್ರೆಯಿಂದೆದ್ದು
raitashakti,ರೈತಶಕ್ತಿ
todikollutta,ತೋಡಿಕೊಳ್ಳುತ್ತಾ
neraverisuve,ನೆರವೇರಿಸುವೆ
ghatashraaddhakkaagi,ಘಟಶ್ರಾದ್ಧಕ್ಕಾಗಿ
sasyamoola,ಸಸ್ಯಮೂಲ
bhootaraagidda,ಭೂತರಾಗಿದ್ದ
raymo,ರೇಮೊ
objection,ಅಬ್ಜೆಕ್ಷನ್
sashaktavagiruttade,ಸಶಕ್ತವಾಗಿರುತ್ತದೆ
chocolates,ಚಾಕೋಲೇಟ್ಸ್
dunduvechchagalu,ದುಂದುವೆಚ್ಚಗಳು
uurinella,ಊರಿನೆಲ್ಲ
bhumji,ಭೂಮ್ಜಿ
doddakavi,ದೊಡ್ಡಕವಿ
spandisalaayitu,ಸ್ಪಂದಿಸಲಾಯಿತು
kaamarige,ಕಾಮರಿಗೆ
muhoortagalannu,ಮುಹೂರ್ತಗಳನ್ನು
aadhyaatmagalannu,ಆಧ್ಯಾತ್ಮಗಳನ್ನು
vadivati,ವಡಿವಾಟಿ
horagedaviddaale,ಹೊರಗೆಡವಿದ್ದಾಳೆ
blh,ಬ್ಲ್ಹ್
tarkave,ತರ್ಕವೇ
soojiga,ಸೂಜಿಗ
kurudanaguttane,ಕುರುಡನಾಗುತ್ತಾನೆ
gottullah,ಗೊತ್ತುಲ್ಲ
laddhijeevigalu,ಲದ್ಧಿಜೀವಿಗಳು
kumarannane,ಕುಮಾರಣ್ಣನೇ
appalisidavu,ಅಪ್ಪಳಿಸಿದವು
savanadurga,ಸಾವನದುರ್ಗ
rajakaraniyobbarigoo,ರಾಜಕಾರಣಿಯೊಬ್ಬರಿಗೂ
helikollatodagidaru,ಹೇಳಿಕೊಳ್ಳತೊಡಗಿದರು
praarambhisidare,ಪ್ರಾರಂಭಿಸಿದರೆ
altitude,ಅಲ್ಟಿಟ್ಯೂಡ್
toffel,ಟೋಫೆಲ್
kallinakoteya,ಕಲ್ಲಿನಕೋಟೆಯ
kashf,ಕಶ್ಫ್
alaktaka,ಅಲಕ್ತಕ
asamarthavaguttade,ಅಸಮರ್ಥವಾಗುತ್ತದೆ
nillisuvalu,ನಿಲ್ಲಿಸುವಳು
lunars,ಲೂನಾರ್ಸ್
manadattumaadikondu,ಮನದಟ್ಟುಮಾಡಿಕೊಂಡು
tumalapalli,ತುಮಲಪಲ್ಲಿ
papparapatti,ಪಾಪ್ಪರಪಟ್ಟಿ
jurgan,ಜುರ್ಗನ್
andharaagi,ಅಂಧರಾಗಿ
vivahadolage,ವಿವಾಹದೊಳಗೆ
padedavaragiddare,ಪಡೆದವರಾಗಿದ್ದರೆ
doddannaravara,ದೊಡ್ಡಣ್ಣರವರ
badiyuttiddaare,ಬಡಿಯುತ್ತಿದ್ದಾರೆ
darakaditavannu,ದರಕಡಿತವನ್ನು
mandisidavanu,ಮಂಡಿಸಿದವನು
unnatikarisuttiruva,ಉನ್ನತೀಕರಿಸುತ್ತಿರುವ
janasamoohadalli,ಜನಸಮೂಹದಲ್ಲಿ
kondoydaradaru,ಕೊಂಡೊಯ್ದರಾದರೂ
horahaakuvatta,ಹೊರಹಾಕುವತ್ತ
haradatodagide,ಹರಡತೊಡಗಿದೆ
mehralannu,ಮೆಹ್ರಾಳನ್ನು
kalitavanu,ಕಲಿತವನು
kriyaapadagalaada,ಕ್ರಿಯಾಪದಗಳಾದ
ukkadadalliye,ಉಕ್ಕಡದಲ್ಲಿಯೇ
goodisiddene,ಗೂಡಿಸಿದ್ದೇನೆ
bestubiddide,ಬೆಸ್ತುಬಿದ್ದಿದೆ
jodanegollalide,ಜೋಡಣೆಗೊಳ್ಳಲಿದೆ
horadalaaravu,ಹೊರಡಲಾರವು
iduvudaadare,ಇಡುವುದಾದರೆ
vishvavidyaanilayu,ವಿಶ್ವವಿದ್ಯಾನಿಲಯು
sampadanego,ಸಂಪಾದನೆಗೊ
ambavadekar,ಅಂಬಾವಾಡೇಕರ್
praimargalu,ಪ್ರೈಮರ್ಗಳು
seribiduva,ಸೇರಿಬಿಡುವ
airiliyalu,ಏರಿಳಿಯಲು
dhanalakshmamma,ಧನಲಕ್ಷ್ಮಮ್ಮ
dwaparayugada,ದ್ವಾಪರಾಯುಗದ
nadvanu,ನಾಡ್ವನು
dobikhane,ದೋಬಿಖಾನೆ
notices,ನೊಟಿಸ್
uddeshisalpadada,ಉದ್ದೇಶಿಸಲ್ಪಡದ
amanyikaranagondu,ಅಮಾನ್ಯೀಕರಣಗೊಂಡು
surakshata,ಸುರಕ್ಷತಾ
hindumundaagiruva,ಹಿಂದುಮುಂದಾಗಿರುವ
hecchenisalilla,ಹೆಚ್ಚೆನಿಸಲಿಲ್ಲ
aarambhavaagtiddante,ಆರಂಭವಾಗ್ತಿದ್ದಂತೆ
transrical,ಟ್ರ್ಯಾನ್ಸ್ರಿಕಲ್
lopscan,ಲಾಪ್ಸ್ಕ್ಯಾನ್
hogalaagadiruvudu,ಹೋಗಲಾಗದಿರುವುದು
mulaamugalige,ಮುಲಾಮುಗಳಿಗೆ
saamarthyagalenu,ಸಾಮರ್ಥ್ಯಗಳೇನು
chhattinalli,ಛತ್ತಿನಲ್ಲಿ
hosagannadadavaregina,ಹೊಸಗನ್ನಡದವರೆಗಿನ
karsinomadindagi,ಕಾರ್ಸಿನೋಮದಿಂದಾಗಿ
parivartisalpattavu,ಪರಿವರ್ತಿಸಲ್ಪಟ್ಟವು
sudharisikollalu,ಸುಧಾರಿಸಿಕೊಳ್ಳಲು
krishibhoomiyalloo,ಕೃಷಿಭೂಮಿಯಲ್ಲೂ
hodetagalilla,ಹೊಡೆತಗಳಿಲ್ಲ
sinimaavaagirali,ಸಿನಿಮಾವಾಗಿರಲಿ
karnaatakakkaada,ಕರ್ನಾಟಕಕ್ಕಾದ
naravedane,ನರವೇದನೆ
channabassappa,ಚನ್ನಬಸ್ಸಪ್ಪ
gandhavanne,ಗಂಧವನ್ನೇ
meterta,ಮೆಟರ್ಟಾ
hudukuvudallade,ಹುಡುಕುವುದಲ್ಲದೆ
gampally,ಗಂಪಲ್ಲಿ
nalkaka,ನಾಲ್ಕಕ
hoguvavariddeve,ಹೋಗುವವರಿದ್ದೇವೆ
inyar,ಇನ್ಯಾರ್
angagalagibittive,ಅಂಗಗಳಾಗಿಬಿಟ್ಟಿವೆ
kaaryaagaaraviddu,ಕಾರ್ಯಾಗಾರವಿದ್ದು
laserfaco,ಲೇಸರ್ಫಾಕೊ
himsarita,ಹಿಂಸರಿತ
eseyalaagiruvudu,ಎಸೆಯಲಾಗಿರುವುದು
baresikondare,ಬರೆಸಿಕೊಂಡರೆ
documentarigaagi,ಡಾಕ್ಯುಮೆಂಟರಿಗಾಗಿ
extensors,ಎಕ್ಸ್ಟೆನ್ಸರ್ಸ್
notif,ನೋಟಿಫ್
setnallilla,ಸೆಟ್ನಲ್ಲಿಲ್ಲ
uuraaligalu,ಊರಾಳಿಗಳು
tiliyabaruttave,ತಿಳಿಯಬರುತ್ತವೆ
badigide,ಬದಿಗಿದೆ
bijiyiruvagale,ಬಿಜಿಯಿರುವಾಗಲೇ
hakikondiruttadendu,ಹಾಕಿಕೊಂಡಿರುತ್ತದೆಂದು
samayavannarita,ಸಮಯವನ್ನರಿತ
seledittukolluva,ಸೆಳೆದಿಟ್ಟುಕೊಳ್ಳುವ
hodra,ಹೊದ್ರಾ
samaanaavakaashagalannu,ಸಮಾನಾವಕಾಶಗಳನ್ನು
prolapse,ಪ್ರೊಲಾಪ್ಸ್
koodihaakuvante,ಕೂಡಿಹಾಕುವಂತೆ
elladarante,ಎಲ್ಲದರಂತೆ
karavelaru,ಕರವೇಲರು
naradanendaneetam,ನಾರದನೆಂದನೀತಂ
dolahotte,ದೊಳಹೊಟ್ಟೆ
prakriyeyuddakkoo,ಪ್ರಕ್ರಿಯೆಯುದ್ದಕ್ಕೂ
kanektarninda,ಕನೆಕ್ಟರ್ನಿಂದ
aavidiyovannu,ಆವಿಡಿಯೋವನ್ನು
daivasahaayakaru,ದೈವಸಹಾಯಕರು
jatyatitavagittu,ಜಾತ್ಯತೀತವಾಗಿತ್ತು
javaabdaararalli,ಜವಾಬ್ದಾರರಲ್ಲಿ
gendu,ಗೆಂಡು
hindiruguvane,ಹಿಂದಿರುಗುವನೇ
unnatiyaadeetu,ಉನ್ನತಿಯಾದೀತು
phaalninda,ಫಾಲ್ನಿಂದ
cardiopulmonary,ಕಾರ್ಡಿಯೋಪುಲ್ಮನರಿ
