uthithanti,ଉଠିଥାଆନ୍ତି
sikhdhar,ଶିଖଦାର
hinjilibasi,ହିଞ୍ଜିଳିବାସୀ
magithale,ମାଗିଥଲେ
atithara,ଅତିଥର
mtb,ଏମଟିବି
bhaula,ଭଉଳ
diagalani,ଦିଆଗଲାଣି
histriku,ହିଷ୍ଟ୍ରିକୁ
bandahoijaichhi,ବନ୍ଦହୋଇଯାଇଛି
mahadurneetiku,ମହାଦୁର୍ନୀତିକୁ
jagmag,ଜଗମଗ
sanidhyare,ସାନିଧ୍ୟରେ
buddhijeebimananku,ବୁଦ୍ଧିଜୀବିମାନଙ୍କୁ
hartanka,ହାର୍ଟଙ୍କ
kamarbir,କମରବୀର
basinathibaru,ବସିନଥିବାରୁ
hazarkoti,ହଜାରକୋଟି
cinematia,ସିନେମାଟିଏ
badhidele,ବାଢ଼ିଦେଲେ
karkankara,କାର୍କଙ୍କର
manaib,ମନାଇବ
sankochare,ସଂକୋଚରେ
santacruz,ସାନ୍ତାକ୍ରୁଜ୍
manusi,ମାନୁସି
blockage,ବ୍ଲକେଜ
krutichhatra,କୃତିଛାତ୍ର
kartyupakhya,କାର୍ତ୍ୟୁପକ୍ଷ
bidionkatharu,ବିଡିଓଙ୍କଠାରୁ
shikhyanushthara,ଶିକ୍ଷାନୁଷ୍ଠାର
debarayanka,ଦେବରାୟଙ୍କ
machgad,ମାଛଗଡ଼
ndin,ନ୍ଦିନ
pahanchajaiparichhi,ପହଞ୍ଚାଯାଇପାରିଛି
sateera,ସତୀର
patuchanti,ପଟୁଛନ୍ତି
hateinele,ହାତେଇନେଲେ
sammelaneere,ସମ୍ମେଳନୀରେ
bajasaneya,ବାଜସନେୟ
rld,ଆରଏଲଡି
harapritanka,ହରପ୍ରିତଙ୍କ
cardthu,କାର୍ଡଠୁ
tikripada,ଟିକ୍ରିପଡ଼ା
parasthitiku,ପରସ୍ଥିତିକୁ
jitajae,ଜିତାଯାଏ
naseksare,ନସେକ୍ସରେ
mantriparishada,ମନ୍ତ୍ରିପରିଷଦ
pratapanka,ପ୍ରତାପଙ୍କ
sikun,ସିକୁନ୍
hyperthyroidies,ହାଇପରଥାଇରଏଡିଜ୍
mediclaim,ମେଡିକ୍ଲେମ୍
nalakupaku,ନଳକୂପକୁ
barunankara,ବରୁଣଙ୍କର
ucchanchalare,ଉଚ୍ଚାଞ୍ଚଳରେ
bilakhyanaku,ବିଲକ୍ଷଣକୁ
samaranka,ସମରଙ୍କ
tankusahajya,ତାଙ୍କୁସାହାଯ୍ୟ
chauladei,ଚାଉଳଦେଇ
skulagharara,ସ୍କୁଲଘରର
dhadipahandire,ଧାଡିପହଣ୍ଡିରେ
banyadauru,ବନ୍ୟାଦାଉରୁ
emergen,ଏମରଜେନ୍
duhitamane,ଦୁହିତାମାନେ
mileethibaru,ମିଳୀଥିବାରୁ
kortarumaku,କୋର୍ଟରୁମକୁ
trainmananka,ଟ୍ରେନମାନଙ୍କ
phunkuthila,ଫୁଙ୍କୁଥିଲା
dhabalagiristhita,ଧବଳଗିରିସ୍ଥିତ
hadubandhu,ହାଡ଼ୁବନ୍ଧୁ
nidaghara,ନିଦାଘର
bharupur,ଭରୁପୁର
aditional,ଆଡିଶନାଲ
anasanare,ଅନସନରେ
sephalitis,ସେଫାଲିଟିସ୍
dhuantu,ଧୁଅନ୍ତୁ
drabidamane,ଦ୍ରାବିଡ଼ମାନେ
jaynarayan,ଜୟନାରାୟଣ
hizbulara,ହିଜବୁଲର
imranakhananku,ଇମ୍ରାନଖାନଙ୍କୁ
maobadima,ମାଓବାଦୀମା
darpa,ଦର୍ପ
ramakrushnanka,ରାମକୃଷ୍ଣଙ୍କ
hedakanastebala,ହେଡକନଷ୍ଟେବଳ
nathaipare,ନଥାଇପାରେ
kalirati,କାଲିରାତି
astabhujadebi,ଅଷ୍ଟଭୁଜାଦେବୀ
grahaneeyataku,ଗ୍ରହଣୀୟତାକୁ
padeku,ପଦେକୁ
asahajata,ଅସହଜତା
dekhenaharinka,ଦେଖେଣାହାରୀଙ୍କ
sharatji,ଶରତଜୀ
purunabastithare,ପୁରୁଣାବସ୍ତିଠାରେ
mamdoot,ମମଦୁତ
nibidsamparka,ନିବିଡସମ୍ପର୍କ
kariuthila,କରିଉଠିଲା
dharmabhabana,ଧର୍ମଭାବନା
rehab,ରେହାବ
hamith,ହମିତ
eliashib,ଇଲୀଯାଶୀବ୍
byamkesh,ବ୍ୟାମକେଶ
emamoli,ଏମାମୋଲି
pichigodera,ପିଚିଗୋଡେର
privator,ପ୍ରାଇଭେଟର
jojanamanankare,ଯୋଜନାମାନଙ୍କରେ
nadarshaiba,ନଦର୍ଶାଇବା
mig,ମିଗ୍
padmasambhaba,ପଦ୍ମସମ୍ଭବ
hisatmaka,ହିସାତ୍ମକ
saloneenku,ସଲୋନୀଙ୍କୁ
malatipatapurathare,ମାଳତୀପାଟପୁରଠାରେ
sourajalanidhi,ସୌରଜଳନିଧି
sanababunkara,ସାନବାବୁଙ୍କର
parabhue,ପରାଭୁଏ
jhankarapadaku,ଝାଙ୍କରପଡାକୁ
rahatanka,ରାହତଙ୍କ
doddaballapur,ଦୋଦ୍ଦାବଲ୍ଲାପୁର
dekho,ଦେଖୋ
spektaranka,ସ୍ପେକ୍ଟରଙ୍କ
bandiguda,ବାଣ୍ଡିଗୁଡା
jalaichi,ଜଳାଇଛି
ragadi,ରଗଡି
badalauthiba,ବଦଳାଉଥିବା
achinhapana,ଅଚିହ୍ନାପଣ
soiparibe,ଶୋଇପାରିବେ
manabamane,ମାନବମାନେ
stadiyamarere,ଷ୍ଟାଡିୟମରେରେ
aarakhyanara,ଆରକ୍ଷଣର
kathaheuthibara,କଥାହେଉଥିବାର
suburi,ସୁବୁରୀ
titilire,ତିତିଲିରେ
pathani,ପଠାଣି
waaka,ୱାକ
bikashankara,ବିକାଶଙ୍କର
nemaspesare,ନେମସ୍ପେସରେ
aiaarabire,ଆଇଆରବିରେ
abhilasaku,ଅଭିଳାସକୁ
adirupa,ଆଦିରୂପ
patanablakare,ପାଟଣାବ୍ଲକରେ
gurutwadeithile,ଗୁରୁତ୍ୱଦେଇଥିଲେ
gadisarichhi,ଗଡିସାରିଛି
abhabi,ଅଭାବି
offload,ଅଫଲୋଡ
hakimamananka,ହାକିମମାନଙ୍କ
hatyakarira,ହତ୍ୟାକାରୀର
binobaji,ବିନୋବାଜୀ
namratanka,ନମ୍ରତାଙ୍କ
maragadia,ମରଗାଡିଆ
krushijibinka,କୃଷିଜୀବୀଙ୍କ
kachib,କାଚିବ
garlfriender,ଗାର୍ଲଫ୍ରେଣ୍ଡର
bhitargad,ଭିତରଗଡ଼
nilasikha,ନୀଳଶିଖା
pherijibe,ଫେରିଯିବେ
mahulagachhare,ମହୁଲଗଛରେ
ritankara,ରିତାଙ୍କର
haribanshara,ହରିବଂଶର
helmate,ହେଲମେଟ୍
deeptirekha,ଦୀପ୍ତିରେଖା
lahasara,ଲାହାସାର
arunaku,ଅରୁଣକୁ
bante,ବାଣ୍ଟେ
hastakalara,ହସ୍ତକଳାର
jhunadhuan,ଝୁଣାଧୁଆଁ
lalghatiru,ଲାଲଘାଟିରୁ
karjyanirbahi,କାର୍ୟ୍ୟନିର୍ବାହି
rajanka,ରାଜଙ୍କ
bengalurara,ବେଙ୍ଗଲୁରର
snanamandapare,ସ୍ନାନମଣ୍ଡପରେ
chintitare,ଚିନ୍ତିତରେ
pacharajaithibaru,ପଚାରାଯାଇଥିବାରୁ
koilabhittika,କୋଇଲାଭିତ୍ତିକ
agnikanya,ଅଗ୍ନିକନ୍ୟା
makarare,ମକରରେ
padipi,ପଡିପି
brashaku,ବ୍ରଶକୁ
brijeswara,ବ୍ରିଜେଶ୍ୱର
byandapartiku,ବ୍ୟାଣ୍ଡପାର୍ଟିକୁ
lanjigata,ଲାଞ୍ଜିଗତ
bahubhuja,ବହୁଭୁଜ
prajatnabana,ପ୍ରଯତ୍ନବାନ
similipalare,ସିମିଳିପାଳରେ
deflect,ଡିଫ୍ଲେକ୍ଟ
gaurela,ଗୌରେଲା
brain,ବ୍ରେନ୍
artira,ଆରତୀର
asarafanka,ଅସରଫଙ୍କ
shishar,ଶିଶାର
sociation,ସୋସିଏସନ
balance,ବ୍ୟାଲାନ୍ସ
trinamrul,ତୃଣମୃଳ
spelandarare,ସ୍ପେଲଣ୍ଡରରେ
graseepare,ଗ୍ରାସୀପାରେ
hengama,ହେଙ୍ଗାମ
bhayalaguthila,ଭୟଲାଗୁଥିଲା
jhununku,ଝୁନୁଙ୍କୁ
jyabhelin,ଜ୍ୟାଭେଲିନ୍
rajdampati,ରାଜଦମ୍ପତି
jabanankara,ଯବାନଙ୍କର
goalkeeparaku,ଗୋଲକିପରକୁ
akuhabedanare,ଅକୁହାବେଦନାରେ
argha,ଅର୍ଘ
chatarajatrare,ଛତରଯାତ୍ରାରେ
balanankara,ବାଲନଙ୍କର
mrutyushajyare,ମୃତ୍ୟୁଶଯ୍ୟାରେ
gwaliyararu,ଗ୍ବାଲିୟରରୁ
badalaibi,ବଦଳାଇବି
antulia,ଅନ୍ତୁଳିଆ
danieli,ଡାନିଏଲି
pakabana,ପକବାନ
ishwaranku,ଈଶ୍ୱରଙ୍କୁ
unduthila,ଉଣ୍ଡୁଥିଲା
muhamuhi,ମୁହାମୁହି
gapate,ଗପଟେ
eikatha,ଏଇକଥା
hajira,ହାଜିରା
lagipadibaku,ଲାଗିପଡ଼ିବାକୁ
deiachhi,ଦେଇଅଛି
ullaskari,ଉଲ୍ଲାସକାରୀ
tafibulanka,ତାଫିବୁଲଙ୍କ
saphatala,ସଫତଳା
kapudiara,କାପୁଡ଼ିଆର
dokanameemane,ଦୋକାନମୀମାନେ
jainadharmara,ଜୈନଧର୍ମର
shubhojit,ଶୁଭୋଜିତ୍
kalimelaku,କାଲିମେଳାକୁ
darshaithiba,ଦର୍ଶାଇଥିବା
meding,ମେଡିଂ
digidhan,ଡିଜିଧନ
urnati,ଉର୍ଣ୍ଣତି
gourabihara,ଗୌରବିହାର
nrusihang,ନୃସିହଂ
bayujanamananku,ବାୟୁଯାନମାନଙ୍କୁ
pashupremeenka,ପଶୁପ୍ରେମୀଙ୍କ
deerghamiaadi,ଦୀର୍ଘମିଆଦି
budhiaaneeku,ବୁଢ଼ିଆଣୀକୁ
adikareenka,ଅଦିକାରୀଙ୍କ
keyaranka,କେୟାରଙ୍କ
heuchhire,ହେଉଛିରେ
nispruha,ନିଷ୍ପୃହ
samima,ସମିମା
biswajitankara,ବିଶ୍ୱଜିତଙ୍କର
mehruddin,ମେହରୁଦ୍ଦିନ
dhainbe,ଧାଇଁବେ
shehbaz,ସେହବାଜ୍
guptasebare,ଗୁପ୍ତସେବାରେ
sethara,ସେଠାର
elinaku,ଏଲିନାକୁ
dakilani,ଡାକିଲାନି
dhanasampadare,ଧନସମ୍ପଦରେ
abhabajogu,ଅଭାବଯୋଗୁ
truptimayeenka,ତୃପ୍ତିମୟୀଙ୍କ
khadanganka,ଖାଡାଙ୍ଗାଙ୍କ
badhajaithibaru,ବଢାଯାଇଥିବାରୁ
pribate,ପ୍ରାଇବେଟ
aijolare,ଆଇଜୋଲରେ
karlabahal,କର୍ଲାବାହାଲ
yusufjayee,ୟୁସୁଫଜୟୀ
machhimanankara,ମାଛିମାନଙ୍କର
rafelatharu,ରାଫେଲଠାରୁ
aasithinti,ଆସିଥିନ୍ତି
punabichara,ପୁନବିଚାର
charijaichi,ଚରିଯାଇଛି
phatoru,ଫଟୋରୁ
hatgod,ହାତଗୋଡ଼
pandaramailathare,ପନ୍ଦରମାଇଲଠାରେ
bankaithiba,ବଙ୍କାଇଥିବା
dhuanra,ଧୂଆଁର
bhulilu,ଭୁଲିଲୁ
phyananku,ଫ୍ୟାନଙ୍କୁ
karidekhaile,କରିଦେଖାଇଲେ
bilapi,ବିଳପି
dhupabati,ଧୂପବତୀ
ajiji,ଅଜିଜି
jogeswarapurare,ଯୋଗେଶ୍ୱରପୁରରେ
blakadhyakhya,ବ୍ଲକଅଧ୍ୟକ୍ଷ
charibhainku,ଚାରିଭାଇଙ୍କୁ
udaidianti,ଉଡାଇଦିଅନ୍ତି
ekamukhi,ଏକମୁଖି
shilpabihina,ଶିଳ୍ପବିହିନ
mahajanpur,ମହାଜନପୁରର
jyakaku,ଜ୍ୟାକକୁ
murabi,ମୁରବି
jeningasanka,ଜେନିଙ୍ଗସଙ୍କ
cricketpremimane,କ୍ରିକେଟପ୍ରେମୀମାନେ
samalasthita,ସମଲସ୍ଥିତ
claudius,କ୍ଲାଉଡିୟସ୍
bhagyabananku,ଭାଗ୍ୟବାନଙ୍କୁ
neiasanti,ନେଇଆସନ୍ତି
bhuyanbastira,ଭୂୟାଁବସ୍ତିର
mulakathati,ମୂଳକଥାଟି
atyatra,ଅତ୍ୟତ୍ର
bhillare,ଭିଲ୍ଲାରେ
batalian,ବାଟାଲିୟାନ
lalkotha,ଲାଲକୋଠା
jogyaku,ଯୋଗ୍ୟକୁ
tichers,ଟିଚର୍ସ
bahirbasati,ବହିର୍ବାସଟି
debilakshminku,ଦେବୀଲକ୍ଷ୍ମୀଙ୍କୁ
metroru,ମେଟ୍ରୋରୁ
paradheena,ପରାଧୀନ
bolikahithile,ବୋଲିକହିଥିଲେ
dheyakaku,ଧେୟକକୁ
meramalki,ମେରାମଲ୍କି
yarkasayaraku,ୟର୍କସାୟାରକୁ
lokapani,ଲୋକପାଣି
dighatharu,ଦିଘାଠାରୁ
nishthurataare,ନିଷ୍ଠୁରତାରେ
apul,ଆପୁଲ
technologyra,ଟେକନୋଲଜିର
milarsamananka,ମିଲର୍ସମାନଙ୍କ
dibyashaktinkara,ଦିବ୍ୟଶକ୍ତିଙ୍କର
gobardhanadharee,ଗୋବର୍ଦ୍ଧନଧାରୀ
kolagrata,କୋଳଗ୍ରତ
ehabyatika,ଏହାବ୍ୟତିକ
baddhabhabe,ବଦ୍ଧଭାବେ
braselsare,ବ୍ରସେଲ୍ସରେ
thailandatharu,ଥାଇଲାଣ୍ଡଠାରୁ
industryru,ଇଣ୍ଡଷ୍ଟ୍ରିରୁ
pradooshanastaraku,ପ୍ରଦୂଷଣସ୍ତରକୁ
cowad,କୋୱାଡ
paramatmananda,ପରମାତ୍ମାନନ୍ଦ
srikanthapur,ଶ୍ରୀକଣ୍ଠପୁର
anasanghathita,ଅଣସଂଘଠିତ
galeiba,ଗଳେଇବା
dharinia,ଧରିନିଆ
neural,ନ୍ୟୁରାଲ
bhalnath,ଭଲନାଥ
aalokeekaranare,ଆଲୋକୀକରଣରେ
lipiloi,ଲିପିଲୋଇ
pimpudinku,ପିମ୍ପୁଡିଙ୍କୁ
nodha,ନୋଧା
microsaptara,ମାଇକ୍ରୋସପ୍ଟର
rangajam,ରଙ୍ଗଜାମ୍
pabin,ପବିନ
puhan,ପୁହାଣ
chaluthili,ଚାଲୁଥିଲି
hosenganj,ହୋସେନଗଞ୍ଜ
bajrasena,ବଜ୍ରସେନ
koembaturare,କୋଏମ୍ବଟୁରରେ
krupabhikhya,କୃପାଭିକ୍ଷା
chinhata,ଚିହ୍ନଟା
bhaktatie,ଭକ୍ତଟିଏ
chhadigal,ଛାଡ଼ିଗଲ
krunal,କୃଣାଳ
byangashilpi,ବ୍ୟଂଗଶିଳ୍ପୀ
chatarapurathare,ଛତରପୁରଠାରେ
barabhaya,ବରାଭୟ
deshaheen,ଦେଶହୀନ
mathurabasinka,ମଥୁରାବାସୀଙ୍କ
petlabadar,ପେଟଲାବଦର
pariparinathile,ପରିପାରିନଥିଲେ
kartikeyan,କାର୍ତିକେୟନ୍
antimajatra,ଅନ୍ତିମଯାତ୍ରା
buddin,ବୁଦ୍ଦିନ
inline,ଇନଲାଇନ
brukhyaku,ବୃକ୍ଷକୁ
shilpodyogeenku,ଶିଳ୍ପୋଦ୍ୟୋଗୀଙ୍କୁ
chitakuta,ଚିତାକୁଟା
seemankara,ସୀମାଙ୍କର
criminology,କ୍ରିମିନୋଲଜି
ophrah,ଅଫ୍ରା
rengeilunda,ରେଙ୍ଗେଇଲୁଣ୍ଡା
surakhyakarmacharee,ସୁରକ୍ଷାକର୍ମଚାରୀ
jamimanankare,ଜମିମାନଙ୍କରେ
bhashatatwabit,ଭାଷାତତ୍ତ୍ୱବିତ୍
abalaki,ଅବଲକି
offstomp,ଅଫଷ୍ଟମ୍ପ୍
ganuchhi,ଗଣୁଛି
patron,ପାଟ୍ରନ୍
danapain,ଦାନପାଇଁ
trirangatiku,ତ୍ରିରଙ୍ଗାଟିକୁ
nokiaaku,ନୋକିଆକୁ
riana,ରିଆନା
inesaku,ଇନେସକୁ
byachchheda,ବ୍ୟଚ୍ଛେଦ
guruganre,ଗୁରୁଗାଁରେ
hatipallaku,ହାତୀପଲ୍ଲକୁ
rokujo,ରୋକୁଜୋ
dilruban,ଦିଲରୁବାନ୍
nijuktiru,ନିଯୁକ୍ତିରୁ
pakheegana,ପକ୍ଷୀଗଣ
bisoi,ବିଷୋୟୀ
samiranjan,ସମୀରଞ୍ଜନ
kurasionga,କୁରସିଓଙ୍ଗ
burbinaju,ବୁର୍ବିନାଜୁ
kanaphulare,କାନଫୁଲରେ
geranku,ଗେରାଙ୍କୁ
scripps,ସ୍କ୍ରିପ୍ସ
neurologyre,ନ୍ୟୁରୋଲୋଜିରେ
badapathara,ବଡପଥର
bulunathibaru,ବୁଲୁନଥିବାରୁ
deferent,ଡିଫରେଣ୍ଟ୍
sheemandirare,ଶୀମନ୍ଦିରରେ
hrc,ଏଚ୍ଆରସି
bhuminath,ଭୂମିନାଥ
atishi,ଆତିଶୀ
jalachapa,ଜଳଚାପ
janisudha,ଜାଣିସୁଦ୍ଧା
kohl,କୋହଲ
dashakoti,ଦଶକୋଟି
parimalare,ପରିମଳରେ
lankaku,ଲଙ୍କାକୁ
jonanathan,ଜୋନାନାଥନ୍
deemapurare,ଦୀମାପୁରରେ
raidinga,ରାଇଡିଙ୍ଗ
khaichhanti,ଖାଇଛନ୍ତିି
kaurabamane,କୌରବମାନେ
moroz,ମୋରୋଜ
tipapani,ଟିପାପାଣି
neiparibare,ନେଇପାରିବାରେ
morabeere,ମୋରବୀରେ
darakaare,ଦରକାରେ
celecius,ସେଲିସିୟସ
bhashanka,ଭାଷାଙ୍କ
sugeetha,ସୁଗୀତା
uinthi,ଉଇଁଠି
hrudayagrahi,ହୃଦୟଗ୍ରାହୀ
daradamare,ଦରଦାମରେ
aitihasikamane,ଐତିହାସିକମାନେ
sankhiptaprashna,ସଂକ୍ଷିପ୍ତପ୍ରଶ୍ନ
nayanajoriru,ନୟନଜୋରୀରୁ
lyabarotoreeku,ଲ୍ୟାବରୋଟୋରୀକୁ
mahabaleswara,ମହାବଳେଶ୍ବର
ichchharu,ଇଚ୍ଛାରୁ
basandadeshara,ବାସନ୍ଦାଦେଶର
gamaka,ଗମକ
chejing,ଚେଜିଂ
khasajaithiba,ଖସାଯାଇଥିବା
bichhia,ବିଛିଆ
puata,ପୁଅଟା
fadideba,ଫାଡ଼ିଦେବା
sahasarakarjyabaha,ସହସରକାର୍ଯ୍ୟବାହ
supratinidhitwa,ସୁପ୍ରତିନିଧିତ୍ୱ
jagadishanka,ଜଗଦୀଶଙ୍କ
baraprapta,ବରପ୍ରାପ୍ତ
gulira,ଗୁଳିର
sheshastarare,ଶେଷସ୍ତରରେ
dibyanandanka,ଦିବ୍ୟାନନ୍ଦଙ୍କ
baladebanku,ବଳଦେବଙ୍କୁ
sabisheshabhabe,ସବିଶେଷଭାବେ
pahanch,ପହଞ୍ଚ୍
margadarshi,ମାର୍ଗଦର୍ଶୀ
nibeshanka,ନିବେଶଙ୍କ
charuchitrita,ଚାରୁଚିତ୍ରିତ
kovilapatti,କୋଭିଲପଟ୍ଟି
uindojare,ଉଇଣ୍ଡୋଜରେ
bamadalagudika,ବାମଦଳଗୁଡିକ
phutaichi,ଫୁଟାଇଛି
lander,ଲ୍ୟାଣ୍ଡର୍
hatibeni,ହଟିବେନି
benapanjari,ବେଣାପଞ୍ଜରୀ
kendughara,କେନ୍ଦୁଘର
runup,ରନଅପ୍
silakote,ସିଲାକୋଟ
manobrutti,ମନୋବୃତ୍ତିି
npe,ଏନପିଇ
patsaneenku,ପାଟ୍ଟଶାଣୀଙ୍କୁ
dushuchhi,ଦୁଶୁଛି
madanabati,ମଦନାବତୀ
asithanta,ଅସିଥାନ୍ତା
tiwara,ତିୱାର
bhubaneswarathare,ଭୁବନେଶ୍ୱରଠାରେ
daribara,ଡରିବାର
turnbull,ଟର୍ଣ୍ଣବୁଲ
chinhanathiba,ଚିହ୍ନନଥିବା
thakurhataru,ଠାକୁରହାଟରୁ
kendrasara,କେନ୍ଦ୍ରସାର
abhimanineeku,ଅଭିମାନିନୀକୁ
pubashasanara,ପୁବାଶାସନର
andarasinghapurathare,ଅଣ୍ଡାରସିଂହପୁରଠାରେ
aabhaare,ଆଭାରେ
tibilis,ତିବିଲିସ୍
sarmili,ସର୍ମିଳି
aadabhoketanka,ଆଡଭୋକେଟଙ୍କ
apaharttamane,ଅପହର୍ତ୍ତାମାନେ
paramapitankatharu,ପରମପିତାଙ୍କଠାରୁ
pariparsheeka,ପାରିପାର୍ଶୀକ
airfield,ଏୟାର୍ଫିଲ୍ଡ
khasibe,ଖସିବେ
pyaku,ପ୍ୟାକୁ
pabin,ପବିନ୍
nirmanakama,ନିର୍ମାଣକାମ
swai,ସ୍ୱାଇ
badhaithibaru,ବଢ଼ାଇଥିବାରୁ
panipadiba,ପାଣିପଡିବା
jayasuriyanka,ଜୟସୁରିୟାଙ୍କ
upagrahagudika,ଉପଗ୍ରହଗୁଡିକ
sikwalare,ସିକ୍ୱଲରେ
babankulenka,ବାବଙ୍କୁଲେଙ୍କ
rastata,ରାସ୍ତତା
gyar,ଗ୍ୟାର୍
dyanasaranka,ଡ୍ୟାନସରଙ୍କ
nemyaranku,ନେମ୍ୟାରଙ୍କୁ
byapithila,ବ୍ୟାପିଥିଲା
birodhakariba,ବିରୋଧକରିବା
tejanarayan,ତେଜନାରାୟଣ
acharara,ଆଚାରର
nashapatire,ନାଶପାତିରେ
mandalayukta,ମଣ୍ଡଳାୟୁକ୍ତ
pattachitrashilpi,ପଟ୍ଟଚିତ୍ରଶିଳ୍ପୀ
mantena,ମଣ୍ଟେନା
deshadrodi,ଦେଶଦ୍ରୋଦୀ
sasanga,ସାସଙ୍ଗ
handel,ହାଣ୍ଡେଲ
barankara,ବରଙ୍କର
ramanbhai,ରମଣଭାଇ
kamandentanka,କମାଣ୍ଡେଣ୍ଟଙ୍କ
sistimare,ସିଷ୍ଟିମରେ
agrawalankara,ଅଗ୍ରୱାଲଙ୍କର
pariloka,ପରିଲୋକ
pherarathiba,ଫେରାରଥିବା
jhugire,ଝୁଗିରେ
nakafulara,ନାକଫୁଲର
uktitire,ଉକ୍ତିଟିରେ
gharshanara,ଘର୍ଷଣର
origine,ଓରିଜିନ୍
guncha,ଗୁଞ୍ଚା
twaja,ତ୍ୱଜା
ramlu,ରାମଲୁ
lumbok,ଲୁମ୍ବୋକ
angulire,ଅଙ୍ଗୁଳିରେ
niddhum,ନିଦ୍ଧୁମ
jediyuku,ଜେଡିୟୁକୁ
bishalatara,ବିଶାଳତର
jhajharare,ଝାଝରରେ
nikatapathati,ନିକଟପଥଟି
pherithiba,ଫେରିଥିବା
chamika,ଚାମିକା
pradeepaprajwalana,ପ୍ରଦୀପପ୍ରଜ୍ୱଳନ
banamalipurara,ବନମାଳିପୁରର
mamalapuram,ମାମଲାପୁରମ
bodyline,ବଡିଲାଇନ୍
mishajaichhi,ମିଶାଯାଇଛି
ramayapatnam,ରାମାୟାପଟ୍ଟନମ୍
bhramatmakaku,ଭ୍ରମାତ୍ମକକୁ
envermental,ଏନଭର୍ମେଣ୍ଟାଲ
sere,ସେରେ
oxfam,ଅକ୍ସଫାମ୍
polyheads,ପଲିହେଡସ୍
manini,ମାନିନି
angarakheemananku,ଅଙ୍ଗରକ୍ଷୀମାନଙ୍କୁ
afarman,ଅଫରମାନ
bahuadruta,ବହୁଆଦୃତ
clarity,କ୍ଲାରିଟି
sattathu,ସତ୍ତାଠୁ
appendice,ଆପେଣ୍ଡିସ
dharmasabhara,ଧର୍ମସଭାର
chumakiku,ଚୁମକିକୁ
hoijainathila,ହୋଇଯାଇନଥିଲା
rangasabha,ରଙ୍ଗସଭା
lirar,ଲିରାର
bantabaseenka,ବନ୍ତବାସୀଙ୍କ
hoshiar,ହୋସିୟାର
miah,ମିଆ
bijaithanti,ବିଯାଇଥାନ୍ତି
parishrameenka,ପରିଶ୍ରମୀଙ୍କ
paribaralokanku,ପରିବାରଲୋକଙ୍କୁ
monmohan,ମୋନମୋହନ
kapuranku,କପୁରଙ୍କୁ
jisidi,ଜିସିଡ଼ି
aachadanare,ଆଚ୍ଛାଦନରେ
maradebaku,ମାରଦେବାକୁ
harainathili,ହରାଇନଥିଲି
nomination,ନୋମିନେସନ
jaffna,ଜାଫନା
sopiana,ସୋପିଆନା
paigambara,ପୈଗମ୍ବର
pranesh,ପ୍ରଣେଶ
missem,ମିସେମ୍
swingarare,ସ୍ବିଙ୍ଗରରେ
lokasebakamananka,ଲୋକସେବକମାନଙ୍କ
manjaret,ମଞ୍ଜରେଟ୍
swadheenatara,ସ୍ବାଧୀନତାର
sabustarare,ସବୁସ୍ତରରେ
escady,ଏସ୍କେଡି
gandua,ଗାଣ୍ଡୁଆ
pandiganre,ପଣ୍ଡିଗାଁରେ
punyaprapti,ପୂଣ୍ୟପ୍ରାପ୍ତି
tatilani,ତାତିଲାଣି
dharabahi,ଧାରାବାହି
